timestamp,Balancer stETH Stable Pool Growth of a ETH,Balancer rETH Stable Pool Growth of a ETH,Balancer rsETH / ETHx Growth of a ETH,Balancer osETH/wETH StablePool Growth of a ETH,Balancer wstETH-WETH Stable Pool Growth of a ETH,Balancer ETHx/wstETH Growth of a ETH,Balancer swETH-WETH Stable Pool Growth of a ETH,Balancer weETH/rETH StablePool Growth of a ETH,Balancer ezETH-WETH Stable Pool Growth of a ETH,Balancer weETH/ezETH/rswETH Growth of a ETH,Gyroscope ECLP wstETH/wETH Growth of a ETH,Gyroscope ECLP wstETH/cbETH Growth of a ETH,balETH
2024-08-11 17:13:59,1.0024018661568035,1.0010799698381019,1.0061675502079852,1.0023972157171082,1.0035082129597501,1.0095924675208774,1.001495390789733,1.00358684358791,1.0033505919425858,1.0072367265554336,1.006489952876079,1.003762113011382,1.0059550481422086
2024-08-11 23:10:11,1.0024018661568035,1.0011440040796926,1.006052980161845,1.0024145716662287,1.0035381036177868,1.009608274370092,1.0012459462351364,1.003597740374469,1.0027525205080905,1.0069297107565858,1.0064940376662037,1.0037224769859359,1.0060320790915551
2024-08-12 05:06:59,1.0024320400880489,1.0011367719292004,1.0061599777860866,1.0024287345907903,1.0036120433579514,1.0096674781827435,1.0010318501263369,1.0036680123492203,1.0027901276207618,1.0069519998812309,1.006627895583658,1.0036959417087932,1.0061092516234613
2024-08-12 11:04:11,1.0024320400880489,1.001564871986262,1.005949154098474,1.002543240646678,1.0036085978896756,1.0092926781171723,1.001629746802739,1.0036712131825307,1.00293545035181,1.0068632488195843,1.0065936929518016,1.003675909164045,1.0061865225322681
2024-08-12 17:00:59,1.0024734835198446,1.0016028117639684,1.0059868575003859,1.0025611822771583,1.0036665474415962,1.009392551364464,1.0013259521947162,1.0037019685742294,1.0029462486049197,1.0068715476064454,1.0066733281113605,1.0042033275656868,1.0062245563564503
2024-08-12 22:56:47,1.0024740068588092,1.001606264500185,1.0060244552313284,1.0025774615727505,1.0036767212271585,1.009461829720928,1.0011918487201266,1.003733718472102,1.0028711186172727,1.0068339115218077,1.0067010333561741,1.0042324444354969,1.0062348579686158
2024-08-13 04:53:11,1.0024511383451706,1.0016330636466997,1.0060668357214981,1.0025966898757965,1.0036814266930105,1.0094713195833391,1.0008642409534056,1.003774639894445,1.002883566862274,1.0068503724355713,1.006712824500325,1.0042597341739417,1.006245177164278
2024-08-13 10:50:11,1.0023898268620595,1.0011388514704254,1.0058500571680138,1.0025962170885314,1.0036906099683904,1.0094824880893543,1.0003225379712648,1.0034805831090972,1.0032170833530227,1.0071820307826382,1.0067984150459757,1.0042931831400308,1.0062555139445124
2024-08-13 16:46:47,1.0024104851254412,1.0011659747135142,1.0058877582526322,1.0026130309083416,1.003763780764791,1.0095748707258934,1.0002484314454865,1.0034931510001868,1.0032353042107516,1.0071916208709848,1.0068456022729033,1.0037090776432127,1.0063303283701743
2024-08-13 22:43:23,1.0024106139063074,1.0011883526603993,1.005911560208931,1.0026295940380134,1.0037425472883341,1.009628793864194,1.0001664211632697,1.0035118817129636,1.0037474919350875,1.0074699167318937,1.0068804908828244,1.003738262065548,1.0064958663539731
2024-08-14 04:39:59,1.0024664244016797,1.001177916979343,1.0058967589503247,1.002646158613245,1.0038196777343809,1.009636098315696,1.000796847193037,1.0034977101724163,1.0037551052659517,1.0074745086476493,1.006953860798746,1.003749308303483,1.006661458807625
2024-08-14 10:36:23,1.0024664244016797,1.0009916892693056,1.0061643798259665,1.002671967814555,1.003832918905123,1.0100115433488548,1.0012620117103146,1.0035643805340295,1.0039413447314176,1.0072883429512698,1.0069459046462692,1.0037627129521156,1.0068270128392347
2024-08-14 16:33:35,1.002506965606107,1.001012602597933,1.006197296642928,1.0026886895737224,1.0039205866705967,1.0101093508369399,1.0020115870500743,1.0035795386679471,1.0039534522735316,1.0072967673875413,1.0070006905708824,1.0043140151182577,1.0069355961245223
2024-08-14 22:30:35,1.002506965606107,1.0010363503937134,1.0062301867776586,1.0027052712823394,1.0039028694094125,1.010137477363141,1.0014752880329867,1.0035885539456786,1.0040410873368064,1.0073479834722223,1.0070154758747847,1.0043440942493895,1.0069497994972347
2024-08-15 04:27:47,1.002684541366497,1.0010535152831952,1.0062406608145822,1.002719301376567,1.004115831756046,1.0102985566154215,1.0014263331074527,1.003609024841905,1.0040375899804261,1.007337503018181,1.0072589324043144,1.0047205304663678,1.0069640112280536
2024-08-15 10:24:23,1.0026875538711466,1.001325624441334,1.0065308224285319,1.002790387459569,1.0042475217036342,1.0104900072768939,1.0012302114275615,1.0038548506895966,1.0038547077740545,1.0071054031205988,1.0074459857238438,1.0048410583738991,1.006978199487138
2024-08-15 16:21:11,1.0027290819990726,1.001360902041964,1.0065590013355594,1.002807040877903,1.0042538061740272,1.0105880111424668,1.0034472296655228,1.0038895243984414,1.003877585023626,1.0071410713833455,1.0074714048911537,1.0047739172935937,1.0069960252922243
