event_idx,destination_in,destination_out,block,safe_value_out,rebalance_file_path,fee_and_base_out,fee_and_base_in,destination_in_name,destination_out_name,out_exchange_name,in_exchange_name,pool_in,pool_out,actual_30_day_fee_and_base_out,actual_60_day_fee_and_base_out,actual_30_day_fee_and_base_in,actual_60_day_fee_and_base_in,start_block,block_30_days,block_60_days,failed,error
2025-04-10 05:30:47+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22236446,150000.0,rebalance_plan_1744262907_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.048267913625961424,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.012989969530526224,0.024866745280982094,22236446,22450946,22665446,False,
2025-04-10 07:58:59+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22237185,150000.0,rebalance_plan_1744271787_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.04737637568150755,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.013536566097045233,0.02487978135851643,22237185,22451685,22666185,False,
2025-04-10 06:44:59+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22236816,150000.0,rebalance_plan_1744267347_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.021282449173625873,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.011311608700435238,0.009691797960592607,22236816,22451316,22665816,False,
2025-04-10 04:16:47+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22236076,150000.0,rebalance_plan_1744258467_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.021352154830124884,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.011307639829457372,0.009689067878519975,22236076,22450576,22665076,False,
2025-04-10 10:30:35+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22237941,150000.0,rebalance_plan_1744280906_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.04680931349745333,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.013746001969943578,0.02550066638215598,22237941,22452441,22666941,False,
2025-04-10 09:16:59+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22237574,150000.0,rebalance_plan_1744276467_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.021421242942003593,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.011198525171857154,0.009608447541675114,22237574,22452074,22666574,False,
2025-04-10 12:59:11+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22238683,150000.0,rebalance_plan_1744289787_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.045814780295799044,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.014025523052465738,0.02615050218398851,22238683,22453183,22667683,False,
2025-04-10 11:44:59+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22238312,150000.0,rebalance_plan_1744285346_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.046589584467693484,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.013939545466711722,0.025799818453248857,22238312,22452812,22667312,False,
2025-04-10 14:30:59+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22239141,150000.0,rebalance_plan_1744295307_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.04525525254566504,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.014074005133418055,0.026160000353247392,22239141,22453641,22668141,False,
2025-04-10 16:58:59+00:00,0xd7900d87069C815a299bdA7aFDcd7eEe98fe4b6c,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22239876,250000.0,rebalance_plan_1744304186_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.043128341276258385,Curve Strategic Ethena Reserves,autoUSD,tokemak,curve,0x5B03CcCAb7BA3010fA5CAd23746cbf0794938e96,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0141084629072592,0.02623979513114505,22239876,22454376,22668876,False,
2025-04-10 15:45:11+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22239508,250000.0,rebalance_plan_1744299747_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007361839198602754,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0031495419277927095,0.0034717474380223656,22239508,22454008,22668508,False,
2025-04-10 21:36:35+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22241256,156327.963411,rebalance_plan_1744320863_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.01631241037711148,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.01118924856853587,0.009761543321272104,22241256,22455756,22670256,False,
2025-04-10 22:44:35+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22241595,86270.928764,rebalance_plan_1744324939_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.017865788293296582,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.011013939782867688,0.009674499797069247,22241595,22456095,22670595,False,
2025-04-10 20:15:11+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22240851,250000.0,rebalance_plan_1744315966_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007433055243795894,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.003122083888949856,0.003486756314227346,22240851,22455351,22669851,False,
2025-04-10 23:53:23+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22241937,500000.0,rebalance_plan_1744329070_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007876247080626078,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0030686028928295084,0.003461751498938126,22241937,22456437,22670937,False,
2025-04-11 01:03:47+00:00,0x65efCF2cce562DCBf07e805eEbeDeF21Dbd8Ea3D,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22242289,500000.0,rebalance_plan_1744333307_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.015003915553438066,Curve.fi Factory Plain Pool: crvUSD/USDC,autoUSD,tokemak,curve,0x4DEcE678ceceb27446b35C672dC7d61F30bAD69E,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0024106337133957823,0.0031977415110620022,22242289,22456789,22671289,False,
2025-04-11 02:16:59+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22242654,258350.563857,rebalance_plan_1744337680_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007845121844654745,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.003047073148684687,0.0034489946239879554,22242654,22457154,22671654,False,
2025-04-11 04:44:47+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22243387,150000.0,rebalance_plan_1744346559_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007853803815073418,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0030426543267820794,0.003453333785993884,22243387,22457887,22672387,False,
2025-04-11 03:30:35+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22243017,150000.0,rebalance_plan_1744342119_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.01787404776030057,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.011018394174310941,0.00967335010647119,22243017,22457517,22672017,False,
2025-04-11 05:58:47+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22243757,123780.706565,rebalance_plan_1744351000_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.00782634002340131,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.003047814930164039,0.003461734693631646,22243757,22458257,22672757,False,
2025-04-11 07:16:47+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22244146,150000.0,rebalance_plan_1744355680_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.007852220648841293,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.003043620049175688,0.003461613147280218,22244146,22458646,22673146,False,
2025-04-11 09:44:47+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22244886,150000.0,rebalance_plan_1744364560_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.019479822142712037,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.010925904682233645,0.009589245184082884,22244886,22459386,22673886,False,
2025-04-11 08:30:35+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22244515,87758.119435,rebalance_plan_1744360120_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.01944196351675835,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.010910967591182263,0.009589598832272284,22244515,22459015,22673515,False,
2025-04-11 10:58:35+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22245254,150000.0,rebalance_plan_1744369000_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.018985801987024306,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.010933680815235824,0.009590162504011346,22245254,22459754,22674254,False,
2025-04-11 12:16:47+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22245642,150000.0,rebalance_plan_1744373679_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.006793492411769908,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.003152745592220896,0.003462588471047967,22245642,22460142,22674642,False,
2025-04-11 13:30:59+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22246013,150000.0,rebalance_plan_1744378120_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.018915900264247415,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.01094483869759122,0.009589780578673768,22246013,22460513,22675013,False,
2025-04-11 14:44:47+00:00,0x65efCF2cce562DCBf07e805eEbeDeF21Dbd8Ea3D,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22246380,150000.0,rebalance_plan_1744382560_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.014179727148711449,Curve.fi Factory Plain Pool: crvUSD/USDC,autoUSD,tokemak,curve,0x4DEcE678ceceb27446b35C672dC7d61F30bAD69E,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0023364517793926787,0.0032042904667692884,22246380,22460880,22675380,False,
2025-04-11 15:58:47+00:00,0x65efCF2cce562DCBf07e805eEbeDeF21Dbd8Ea3D,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22246747,150000.0,rebalance_plan_1744387000_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.01364386085242858,Curve.fi Factory Plain Pool: crvUSD/USDC,autoUSD,tokemak,curve,0x4DEcE678ceceb27446b35C672dC7d61F30bAD69E,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0023250835671257963,0.00319882920929504,22246747,22461247,22675747,False,
2025-04-11 17:16:59+00:00,0x7583b1589aDD33320366A48A92794D77763FAE9e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22247136,150000.0,rebalance_plan_1744391680_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.005854258301255327,Curve.fi Factory Plain Pool: crvUSD/USDT,autoUSD,tokemak,curve,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.0031955449992053797,0.003473220925974463,22247136,22461636,22676136,False,
2025-04-11 18:30:47+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22247504,150000.0,rebalance_plan_1744396120_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.018614564015534123,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.010784496451543335,0.009501143438584991,22247504,22462004,22676504,False,
2025-04-11 20:58:59+00:00,0x65efCF2cce562DCBf07e805eEbeDeF21Dbd8Ea3D,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22248242,150000.0,rebalance_plan_1744405000_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.013675472898804227,Curve.fi Factory Plain Pool: crvUSD/USDC,autoUSD,tokemak,curve,0x4DEcE678ceceb27446b35C672dC7d61F30bAD69E,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.002266984302503827,0.00319663816526794,22248242,22462742,22677242,False,
2025-04-11 22:16:59+00:00,0xbB2d2dd491204a86ec10a1a6972F940B34fE060e,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,22248632,150000.0,rebalance_plan_1744409679_0xa7569A44f348d3D70d8ad5889e50F78E33d80D35.json,0.0,0.018306356623542526,Curve.fi Strategic USD Reserves,autoUSD,tokemak,curve,0x4f493B7dE8aAC7d55F71853688b1F7C8F0243C85,0xa7569A44f348d3D70d8ad5889e50F78E33d80D35,0.0,0.0,0.010786945302627915,0.009617707762092254,22248632,22463132,22677632,False,
