,index,destination_in_x,destination_out_x,block,safe_value_out,rebalance_file_path,fee_and_base_out,fee_and_base_in,destination_in_name,destination_out_name,out_exchange_name,in_exchange_name,pool_in,pool_out,file_name,datetime_generated,autopool_vault_address,chain_id,solver_address,rebalance_type,destination_out_y,token_out,destination_in_y,token_in,move_name,amount_out,amount_out_safe_value,min_amount_in,min_amount_in_safe_value,amount_out_spot_value,out_dest_apr,min_amount_in_spot_value,in_dest_apr,in_dest_adj_apr,apr_delta,swap_offset_period,num_candidate_destinations,candidate_destinations_rank,projected_swap_cost,projected_net_gain,projected_gross_gain,projected_slippage,actual_30_day_fee_and_base_out,actual_60_day_fee_and_base_out,actual_30_day_fee_and_base_in,actual_60_day_fee_and_base_in,start_block,block_30_days,block_60_days,timestamp_30_days,timestamp_60_days,valid
47,47,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,22223003,6.36670409010432,rebalance_plan_1744101024_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,Balancer pxETH/wETH StablePool,balancer,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x88794C65550DeB6b4087B7552eCf295113794410,rebalance_plan_1744101024_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-08 08:30:24+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,Pool2Pool,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x88794C65550DeB6b4087B7552eCf295113794410,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,pxETH/wETH -> rsETH / WETH,6.348099532253937,6.366704317985396,6.195174494546374,6.361696021429875,,0.07210821376100285,,0.08617418119299809,0.08602905370389258,0.013920839942889729,26.0,2.0,0.0,0.005008296555520708,0.001699871039413184,0.006708167594933892,0.07866387859999557,0.001182709694317996,0.0015055068880753808,0.022111648114870874,0.02197201744919175,22223003,22437503,22652003,2025-05-08 08:01:23+00:00,2025-06-07 10:05:47+00:00,True
48,48,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,22218530,11.620464478578393,rebalance_plan_1744047024_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,Balancer pxETH/wETH StablePool,balancer,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x88794C65550DeB6b4087B7552eCf295113794410,rebalance_plan_1744047024_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-07 17:30:24+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,Pool2Pool,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x88794C65550DeB6b4087B7552eCf295113794410,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,pxETH/wETH -> rsETH / WETH,11.58706237095727,11.620464970776483,11.307826218949089,11.612491896280199,,0.06512102265055214,,0.07740216543257344,0.07714198201177579,0.012020959361223646,28.0,2.0,0.0,0.007973074496284482,0.000276400438569782,0.008249474934854265,0.06861235343280518,0.0012961810560740972,0.0015500821494607298,0.02310060656458135,0.022556218460555888,22218530,22433030,22647530,2025-05-07 16:49:59+00:00,2025-06-06 19:07:47+00:00,True
49,49,0x40219bBda953ca811d2D0168Dc806a96b84791d9,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22211375,27.231608063897546,rebalance_plan_1743960624_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer weETH/rETH StablePool,balETH,tokemak,balancer,0x05ff47AFADa98a98982113758878F9A8B9FddA0a,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1743960624_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-06 17:30:24+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x40219bBda953ca811d2D0168Dc806a96b84791d9,0x05ff47AFADa98a98982113758878F9A8B9FddA0a,balETH -> weETH/rETH,27.231608063897546,27.231608063897546,26.468689311715476,27.216908976165676,,,,0.07106345758685642,0.07005966012571571,0.07005966012571571,28.0,5.0,0.0,0.014699087731870009,0.11855846444412009,0.1332575521759901,0.05397803793804379,0.0,0.0,0.016032127797369622,0.015715422317588157,22211375,22425875,22640375,2025-05-06 16:31:59+00:00,2025-06-05 19:04:11+00:00,True
50,50,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22206905,36.343408134688566,rebalance_plan_1743906624_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer pxETH/wETH StablePool,balETH,tokemak,balancer,0x88794C65550DeB6b4087B7552eCf295113794410,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1743906624_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-06 02:30:24+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x88794C65550DeB6b4087B7552eCf295113794410,balETH -> pxETH/wETH,36.343408134688566,36.343408134688566,36.21263269561715,36.336167760128454,,,,0.07195014379028386,0.07159696759546517,0.07159696759546517,28.0,5.0,0.0,0.007240374560112173,0.17419800656264445,0.18143838112275662,0.01992211223911463,0.0,0.0,0.001932945796819352,0.0018826532292357534,22206905,22421405,22635905,2025-05-06 01:29:35+00:00,2025-06-05 04:01:35+00:00,True
51,51,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC9b5D82652a1C8214b0971A004983d0EEeDD751C,22206204,159.81046528383453,rebalance_plan_1743898071_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,balETH,Balancer weETH/ezETH/rswETH,balancer,tokemak,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0x848a5564158d84b8A8fb68ab5D004Fae11619A54,rebalance_plan_1743898071_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-06 00:07:51+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,ToIdle,0xC9b5D82652a1C8214b0971A004983d0EEeDD751C,0x848a5564158d84b8A8fb68ab5D004Fae11619A54,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,weETH/ezETH/rswETH -> balETH,155.14141782983927,159.81046528383453,159.2877098009019,159.35145038105432,,0.09639080960063309,,,,-0.09639080960063309,,0.0,,0.4590149027802113,0.0,0.0,0.28722455814453,0.03100686011306708,0.030713962889065805,0.0,0.0,22206204,22420704,22635204,2025-05-05 23:07:23+00:00,2025-06-05 01:40:23+00:00,True
52,52,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22196170,10.120939595889524,rebalance_plan_1743777027_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer pxETH/wETH StablePool,balETH,tokemak,balancer,0x88794C65550DeB6b4087B7552eCf295113794410,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1743777027_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-04-04 14:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x88794C65550DeB6b4087B7552eCf295113794410,balETH -> pxETH/wETH,10.120939595889524,10.120939595889524,10.08541380007785,10.118363073538749,,,,0.08716106508762848,0.08704196432324797,0.08704196432324797,28.0,6.0,0.0,0.0025765223507754342,0.06036578978910364,0.06294231213987908,0.025457343425128752,0.0,0.0,0.0019263532549951279,0.0018873193555304368,22196170,22410670,22625170,2025-05-04 13:23:47+00:00,2025-06-03 15:58:35+00:00,True
53,53,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0xdfE3fA7027E84f59b266459C567278C79fe86f0C,22048412,27.170531316127235,rebalance_plan_1741995027_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,Balancer ETHx/wstETH,balancer,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0xB91159aa527D4769CB9FAf3e4ADB760c7E8C8Ea7,rebalance_plan_1741995027_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-14 23:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,Pool2Pool,0xdfE3fA7027E84f59b266459C567278C79fe86f0C,0xB91159aa527D4769CB9FAf3e4ADB760c7E8C8Ea7,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,ETHx/wstETH -> rsETH / WETH,26.6031113098952,27.171148581782838,26.470809194069545,27.17481074535504,,0.06735324892522715,,0.07193186785952686,0.07148243490069604,0.004129185975468894,28.0,2.0,0.0,-0.0036621635722013934,8.0224829367905e-05,-0.0035819387428334885,-0.01347813310570436,0.021439446840576748,0.020340130105366283,0.02373957736462473,0.02348449463791602,22048412,22262912,22477412,2025-04-13 22:02:23+00:00,2025-05-13 22:57:11+00:00,True
54,54,0x40219bBda953ca811d2D0168Dc806a96b84791d9,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22043043,17.734164187823414,rebalance_plan_1741930227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer weETH/rETH StablePool,balETH,tokemak,balancer,0x05ff47AFADa98a98982113758878F9A8B9FddA0a,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741930227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-14 05:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x40219bBda953ca811d2D0168Dc806a96b84791d9,0x05ff47AFADa98a98982113758878F9A8B9FddA0a,balETH -> weETH/rETH,17.734164187823414,17.734164187823414,17.336743657110592,17.72304466561542,,,,0.07911362435630545,0.07843574592457436,0.07843574592457436,28.0,5.0,0.0,0.011119522207994947,0.08840674690981609,0.09952626911781104,0.06270113488421296,0.0,0.0,0.01732960900359637,0.016472771607726866,22043043,22257543,22472043,2025-04-13 04:04:47+00:00,2025-05-13 04:51:47+00:00,True
55,55,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22038560,9.306638636568819,rebalance_plan_1741876227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741876227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-13 14:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,9.306638636568819,9.306638636568819,9.06455302541251,9.300577444233285,,,,0.06955894212790521,0.06939797579158809,0.06939797579158809,28.0,6.0,0.0,0.00606119233553315,0.04271209287027255,0.0487732852058057,0.06512762096205979,0.0,0.0,0.024148763955330166,0.0236452912847549,22038560,22253060,22467560,2025-04-12 13:04:23+00:00,2025-05-12 13:40:47+00:00,True
56,56,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22034082,12.257963102153068,rebalance_plan_1741822227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741822227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-12 23:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,12.257963102153068,12.257963102153068,11.939705975134613,12.25086250415234,,,,0.09008799440794958,0.0897731371463544,0.0897731371463544,28.0,6.0,0.0,0.0071005980007292635,0.07536262038731731,0.08246321838804657,0.05792641029798881,0.0,0.0,0.024257870793896963,0.023103125401067848,22034082,22248582,22463082,2025-04-11 22:06:59+00:00,2025-05-11 22:33:23+00:00,True
57,57,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22029608,16.150002548519307,rebalance_plan_1741768227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741768227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-12 08:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,16.150002548519307,16.150002548519307,15.72942395004819,16.15076325186818,,,,0.08955888669010761,0.08915074220346836,0.08915074220346836,28.0,5.0,0.0,-0.0007607033488739035,0.0983827335008418,0.0976220301519679,-0.004710236711037842,0.0,0.0,0.024245760003347883,0.023107784712091073,22029608,22244108,22458608,2025-04-11 07:09:11+00:00,2025-05-11 07:27:23+00:00,True
58,58,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22025133,21.533337707339836,rebalance_plan_1741714227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741714227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-11 17:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,21.533337707339836,21.533337707339836,20.96987870129417,21.533673705266168,,,,0.088872346484821,0.08832456541633248,0.08832456541633248,28.0,5.0,0.0,-0.0003359979263315438,0.13024338918332512,0.12990739125699358,-0.001560361570036659,0.0,0.0,0.024585182799237604,0.023274383847113445,22025133,22239633,22454133,2025-04-10 16:10:11+00:00,2025-05-10 16:19:11+00:00,True
59,59,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22020664,23.947207261191842,rebalance_plan_1741660227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741660227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-11 02:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,23.947207261191842,23.947207261191842,23.32536942562363,23.955149820390613,,,,0.08821150613589283,0.08758956004120166,0.08758956004120166,28.0,4.0,0.0,-0.007942559198770738,0.14271167641495847,0.13476911721618773,-0.03316695392553027,0.0,0.0,0.02450164175999925,0.023245755276102065,22020664,22235164,22449664,2025-04-10 01:14:23+00:00,2025-05-10 01:14:23+00:00,True
60,60,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22016190,31.74238758009828,rebalance_plan_1741606227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741606227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-10 11:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,31.74238758009828,31.74238758009828,30.904547760447514,31.734935302687372,,,,0.0849238770777808,0.08411457967223208,0.08411457967223208,28.0,5.0,0.0,0.007452277410909147,0.18150995264859926,0.1889622300595084,0.02347736884033748,0.0,0.0,0.024613721011654155,0.023316748918351005,22016190,22230690,22445190,2025-04-09 10:15:59+00:00,2025-05-09 10:01:59+00:00,True
61,61,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22011712,42.267056593932175,rebalance_plan_1741552227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741552227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-09 20:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,42.267056593932175,42.267056593932175,41.15639170127575,42.249277393555964,,,,0.08717310595333,0.08600467710513222,0.08600467710513222,28.0,5.0,0.0,0.017779200376210724,0.2493283571338057,0.2671075575100164,0.04206396614512091,0.0,0.0,0.025026200372012086,0.02355053940817564,22011712,22226212,22440712,2025-04-08 19:16:23+00:00,2025-05-08 18:54:59+00:00,True
62,62,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22007240,56.356076858010375,rebalance_plan_1741498227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741498227_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-09 05:30:27+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,56.356076858010375,56.356076858010375,54.874593122132715,56.33386906467461,,,,0.08676118055311886,0.08522833187699011,0.08522833187699011,28.0,5.0,0.0,0.022207793335766723,0.326755130798624,0.34896292413439073,0.039406208831248936,0.0,0.0,0.025437456504887157,0.023495061666940265,22007240,22221740,22436240,2025-04-08 04:17:59+00:00,2025-05-08 03:45:11+00:00,True
63,63,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,22002994,75.0,rebalance_plan_1741446941_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,balETH,tokemak,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,rebalance_plan_1741446941_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-08 15:15:41+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,FromIdle,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,balETH -> rsETH / WETH,75.0,75.0,73.0319699445343,74.97094607910098,,,,0.09069471023927488,0.0884896054776435,0.0884896054776435,28.0,4.0,0.0,0.029053920899016816,0.45357585010465684,0.48262977100367366,0.03873856119868909,0.0,0.0,0.023885753405622046,0.023501655043320246,22002994,22217494,22431994,2025-04-07 14:03:11+00:00,2025-05-07 13:16:35+00:00,True
64,64,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x2f2CC1bf461413014741dD68481dB4a3686DAC3D,21989356,23.594967239251858,rebalance_plan_1741282214_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,Balancer ezETH-WETH Stable Pool,balancer,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x596192bB6e41802428Ac943D2f1476C1Af25CC0E,rebalance_plan_1741282214_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-06 17:30:14+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,Pool2Pool,0x2f2CC1bf461413014741dD68481dB4a3686DAC3D,0x596192bB6e41802428Ac943D2f1476C1Af25CC0E,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,ezETH-WETH-BPT -> rsETH / WETH,23.03647279901517,23.595012026565563,22.9832681276255,23.583325115544458,,0.06824581389767835,,0.10681790827984652,0.1057496931353748,0.03750387923769645,28.0,3.0,0.0,0.011686911021104862,0.04380921659197717,0.05549612761308203,0.04953127808515884,0.016830433218285812,0.023952276641033166,0.022077695497601413,0.023466589961736117,21989356,22203856,22418356,2025-04-05 16:18:11+00:00,2025-05-05 15:13:35+00:00,True
65,65,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,21984883,22.381047045211417,rebalance_plan_1741228214_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,,,Balancer rsETH-WETH Stable Pool,Balancer pxETH/wETH StablePool,balancer,balancer,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,0x88794C65550DeB6b4087B7552eCf295113794410,rebalance_plan_1741228214_0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5.json,2025-03-06 02:30:14+00:00,0x6dC3ce9C57b20131347FDc9089D740DAf6eB34c5,1.0,0x9cf7E7d9F02CaEdcE2286199C0c20dd92580433d,Pool2Pool,0xc4Eb861e7b66f593482a3D7E8adc314f6eEDA30B,0x88794C65550DeB6b4087B7552eCf295113794410,0xf9779aEF9f77e78C857CB4A068c65CcBee25BAAc,0x58AAdFB1Afac0ad7fca1148f3cdE6aEDF5236B6D,pxETH/wETH -> rsETH / WETH,22.35486714018248,22.3810496696397,21.800314977972622,22.36914634788319,,0.060942935465386275,,0.0828541430636561,0.08216329120207869,0.02122035573669241,28.0,4.0,0.0,0.011903321756509655,0.018814366193284304,0.03071768794979396,0.05318482346543704,0.0004110677625399628,0.0011684867322212522,0.022088193683407198,0.022712665718551905,21984883,22199383,22413883,2025-04-05 01:17:35+00:00,2025-05-05 00:11:47+00:00,True
