,index,destination_in_x,destination_out_x,block,safe_value_out,rebalance_file_path,fee_and_base_out,fee_and_base_in,destination_in_name,destination_out_name,out_exchange_name,in_exchange_name,pool_in,pool_out,file_name,datetime_generated,autopool_vault_address,chain_id,solver_address,rebalance_type,destination_out_y,token_out,destination_in_y,token_in,move_name,amount_out,amount_out_safe_value,min_amount_in,min_amount_in_safe_value,amount_out_spot_value,out_dest_apr,min_amount_in_spot_value,in_dest_apr,in_dest_adj_apr,apr_delta,swap_offset_period,num_candidate_destinations,candidate_destinations_rank,valid,error,error_type,actual_30_day_fee_and_base_out,actual_60_day_fee_and_base_out,actual_30_day_fee_and_base_in,actual_60_day_fee_and_base_in,start_block,block_30_days,block_60_days,timestamp_30_days,timestamp_60_days
0,0,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,40979462,14.17034000665025,rebalance_plan_1768748252_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1768748252_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2026-01-18 14:57:32+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,14.17034000665025,14.17034000665025,13.902442469220693,14.165104522100657,,,,0.04285971487693344,0.04214482355250751,0.04214482355250751,14.0,2.0,0.0,False,,,0.0,0.0,,,,,,,
1,1,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,40957859,18.883573891726,rebalance_plan_1768705049_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1768705049_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2026-01-18 02:57:29+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,18.883573891726,18.883573891726,18.5289161254954,18.87828504305001,,,,0.04382906448953006,0.04279813161216078,0.04279813161216078,14.0,2.0,0.0,False,,,0.0,0.0,,,,,,,
2,2,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,40925462,25.17809852230125,rebalance_plan_1768640252_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1768640252_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2026-01-17 08:57:32+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,25.17809852230125,25.17809852230125,24.70977394052528,25.17547543962331,,,,0.04551158922257111,0.04398396988586323,0.04398396988586323,14.0,2.0,0.0,False,,,0.0,0.0,,,,,,,
3,3,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,36737008,8.008039317587,rebalance_plan_1760263327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1760263327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-10-12 10:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,8.008039317587,8.008039317587,3.849348586413407,8.005047025011045,,,,0.03597375989188038,0.035793055930923745,0.035793055930923745,40.0,4.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
4,4,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,36650609,5.672470918972,rebalance_plan_1760090527_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1760090527_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-10-10 10:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,5.672470918972,5.672470918972,5.612577858529035,5.674467003443908,,,,0.03755297951939857,0.037377660290642045,0.037377660290642045,40.0,5.0,0.0,True,,,0.0,0.0,0.023880511803452853,0.02448037496275446,36650609.0,37946609.0,39242609.0,2025-11-09 10:02:45+00:00,2025-12-09 10:02:45+00:00
5,5,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,36294210,10.600555119175,rebalance_plan_1759377726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1759377726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-10-02 04:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,10.600555119175,10.600555119175,10.489870201877649,10.600277314935687,,,,0.03762052687731212,0.03730478923996856,0.03730478923996856,40.0,5.0,0.0,True,,,0.0,0.0,0.02287496080751561,0.025093828023952547,36294210.0,37590210.0,38886210.0,2025-11-01 04:02:47+00:00,2025-12-01 04:02:47+00:00
6,6,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,35808212,10.296710266144,rebalance_plan_1758405726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1758405726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-20 22:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,10.296710266144,10.296710266144,4.9558037147679705,10.287111861358342,,,,0.03987953581286945,0.03965661043956774,0.03965661043956774,40.0,5.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
7,7,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,35743411,6.936418601753,rebalance_plan_1758276126_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1758276126_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-19 10:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,6.936418601753,6.936418601753,3.34082785429685,6.936018003447143,,,,0.03986233111170452,0.0397112729930351,0.0397112729930351,40.0,5.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
8,8,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,35613816,28.349914293526,rebalance_plan_1758016927_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1758016927_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-16 10:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,28.349914293526,28.349914293526,28.078337950300124,28.349562585561472,,,,0.039130543791206715,0.03831169082022555,0.03831169082022555,40.0,5.0,0.0,True,,,0.0,0.0,0.023310810673132787,0.024163115994437323,35613816.0,36909816.0,38205816.0,2025-10-16 10:02:59+00:00,2025-11-15 10:02:59+00:00
9,9,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,35592214,9.44997143117525,rebalance_plan_1757973726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1757973726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-15 22:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,9.44997143117525,9.44997143117525,9.361369193528684,9.452751400653662,,,,0.03916876238253301,0.03888541324685974,0.03888541324685974,40.0,5.0,0.0,True,,,0.0,0.0,0.023295167808464745,0.024166613398904246,35592214.0,36888214.0,38184214.0,2025-10-15 22:02:55+00:00,2025-11-14 22:02:55+00:00
10,10,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,35473410,17.355579292071,rebalance_plan_1757736127_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1757736127_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-13 04:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,17.355579292071,17.355579292071,8.358890282093347,17.353514159811887,,,,0.03932872793224907,0.03896193040004528,0.03896193040004528,40.0,3.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
11,11,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,35127822,25.167074760254142,rebalance_plan_1757044926_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1757044926_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-05 04:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,24.483424184184024,25.167074760254142,12.129037677616417,25.159230773636338,,0.03824495565352032,,0.05150991968014329,0.05040098873702427,0.01215603308350395,40.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
12,12,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,35106250,8.388952557902106,rebalance_plan_1757001726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1757001726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-09-04 16:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,8.161141394728007,8.388952557902108,4.043225132384982,8.386851061848962,,0.0387307661036044,,0.051772919396782094,0.05139022924164052,0.01265946313803612,40.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
13,13,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,34577017,5.324421353762,rebalance_plan_1755943326_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1755943326_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-08-23 10:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,5.324421353762,5.324421353762,2.5671023842385603,5.323104058924005,,,,0.054111340394904686,0.0538903674416091,0.0538903674416091,40.0,5.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
14,14,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,33605019,8.531483055091,rebalance_plan_1753999327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,baseETH,tokemak,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1753999327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-31 22:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,baseETH -> ECLP-cbETH-wstETH,8.531483055091,8.531483055091,8.282060869500045,8.534466005530392,,,,0.040232530701388707,0.040232530701388707,0.040232530701388707,40.0,5.0,0.0,True,,,0.0,0.0,0.039685146647146397,0.03343217458033498,33605019.0,34901019.0,36197019.0,2025-08-30 22:03:05+00:00,2025-09-29 22:03:05+00:00
15,15,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,33183820,25.0,rebalance_plan_1753156926_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,baseETH,tokemak,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1753156926_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-22 04:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,baseETH -> ECLP-cbETH-wstETH,25.0,25.0,24.304924408482748,25.019151230654145,,,,0.04189642891465792,0.04189642891465792,0.04189642891465792,40.0,5.0,0.0,True,,,0.0,0.0,0.043573526619703484,0.03594929540043812,33183820.0,34479820.0,35775820.0,2025-08-21 04:03:07+00:00,2025-09-20 04:03:07+00:00
16,16,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,33162216,9.887213934507999,rebalance_plan_1753113727_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1753113727_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-21 16:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,9.887213934507999,9.887213934507999,9.818067030606962,9.88138833200859,,,,0.04845386306957778,0.04803874803559711,0.04803874803559711,40.0,5.0,0.0,True,,,0.0,0.0,0.022993569877157283,0.02288128259174038,33162216.0,34458216.0,35754216.0,2025-08-20 16:02:59+00:00,2025-09-19 16:02:59+00:00
17,17,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,32784213,7.5181821697319995,rebalance_plan_1752357726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1752357726_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-12 22:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,7.5181821697319995,7.5181821697319995,7.46718252852514,7.516248465093397,,,,0.053113941242035646,0.052739714335679054,0.052739714335679054,40.0,5.0,0.0,True,,,0.0,0.0,0.023148430427519573,0.02295065318222944,32784213.0,34080213.0,35376213.0,2025-08-11 22:02:53+00:00,2025-09-10 22:02:53+00:00
18,18,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,32728774,54.952006521951006,rebalance_plan_1752246846_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1752246846_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-11 15:14:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,54.952006521951006,54.952006521951006,54.593154569033864,54.94121007072712,,,,0.05685118848652989,0.053613435651282064,0.053613435651282064,40.0,5.0,0.0,True,,,0.0,0.0,0.02318949510492141,0.022770844943408974,32728774.0,34024774.0,35320774.0,2025-08-10 15:14:55+00:00,2025-09-09 15:14:55+00:00
19,19,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,32708616,6.71265503972425,rebalance_plan_1752206526_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1752206526_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-11 04:02:06+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,6.71265503972425,6.71265503972425,6.670363124849158,6.71399525550839,,,,0.05710095054891045,0.05666662875885728,0.05666662875885728,40.0,5.0,0.0,True,,,0.0,0.0,0.02327121589604131,0.022818422229122337,32708616.0,34004616.0,35300616.0,2025-08-10 04:02:59+00:00,2025-09-09 04:02:59+00:00
20,20,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,32687015,7.99604005296575,rebalance_plan_1752163327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1752163327_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-10 16:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,7.99604005296575,7.99604005296575,7.946169587815437,7.9980173977771765,,,,0.05551793818685278,0.05505106502442044,0.05505106502442044,40.0,5.0,0.0,True,,,0.0,0.0,0.023389285004505433,0.022850397349005513,32687015.0,33983015.0,35279015.0,2025-08-09 16:02:57+00:00,2025-09-08 16:02:57+00:00
21,21,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,32665414,10.643382097025249,rebalance_plan_1752120127_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Balancer rETH-Aave wETH,baseETH,tokemak,balancerV3,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1752120127_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-07-10 04:02:07+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0xC3337192143EB496eed206C8c4249F7Cdee19078,0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,baseETH -> Balancer rETH-Aave wETH,10.643382097025249,10.643382097025249,10.57726877247828,10.64601421362474,,,,0.0582915829586688,0.057608159857428246,0.057608159857428246,40.0,5.0,0.0,True,,,0.0,0.0,0.02336777831876513,0.0228434167456657,32665414.0,33961414.0,35257414.0,2025-08-09 04:02:55+00:00,2025-09-08 04:02:55+00:00
