,index,destination_in_x,destination_out_x,block,safe_value_out,rebalance_file_path,fee_and_base_out,fee_and_base_in,destination_in_name,destination_out_name,out_exchange_name,in_exchange_name,pool_in,pool_out,file_name,datetime_generated,autopool_vault_address,chain_id,solver_address,rebalance_type,destination_out_y,token_out,destination_in_y,token_in,move_name,amount_out,amount_out_safe_value,min_amount_in,min_amount_in_safe_value,amount_out_spot_value,out_dest_apr,min_amount_in_spot_value,in_dest_apr,in_dest_adj_apr,apr_delta,swap_offset_period,num_candidate_destinations,candidate_destinations_rank,valid,error,error_type,actual_30_day_fee_and_base_out,actual_60_day_fee_and_base_out,actual_30_day_fee_and_base_in,actual_60_day_fee_and_base_in,start_block,block_30_days,block_60_days,timestamp_30_days,timestamp_60_days
56,56,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,29976395,6.688084689585001,rebalance_plan_1746742095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1746742095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-05-08 22:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,6.688084689585001,6.688084689585001,3.2337911892066407,6.6871102839405205,,,,0.0642286884563542,0.06403256122106549,0.06403256122106549,42.0,4.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
57,57,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29557897,12.814276975495556,rebalance_plan_1745905095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745905095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-29 05:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,12.554356291058568,12.814276975495556,6.196097771955179,12.808366729541124,,0.03764236999884992,,0.051591778519318614,0.0513739994045776,0.013731629405727676,42.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
58,58,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29535398,17.0857533299145,rebalance_plan_1745860095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745860095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-28 17:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,16.73914172141142,17.0857533299145,8.261387016149733,17.076798932417393,,0.03774149025443714,,0.05138115100423177,0.05109346855312977,0.013351978298692627,42.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
59,59,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29470598,22.766942212563137,rebalance_plan_1745730495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745730495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-27 05:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,22.31885562854856,22.766942212563134,11.01638003437081,22.769392425741575,,0.04010576284364635,,0.0516725730107976,0.05126624130394082,0.01116047846029447,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
60,60,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29448098,30.368459798029704,rebalance_plan_1745685495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745685495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-26 16:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,29.75847417139809,30.368459798029708,14.689092917377524,30.35452251390247,,0.03978911718874999,,0.05254230010097541,0.051969423908567965,0.012180306719817978,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
61,61,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29425598,40.486208980590035,rebalance_plan_1745640495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745640495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-26 04:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,39.67796556186411,40.48620898059003,19.587415720106446,40.47760407536712,,0.04060962776649411,,0.05102134776633182,0.050287910914379085,0.009678283147884978,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
62,62,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29403101,50.00002725936892,rebalance_plan_1745595495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745595495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-25 15:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,48.99587910139385,50.000027259368935,24.18619408992809,49.982599880231874,,0.040487000919809626,,0.05194116732150333,0.05096181992215186,0.010474819002342234,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
63,63,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29380600,49.999385663683555,rebalance_plan_1745550495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745550495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-25 03:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,49.008654161385266,49.999385663683555,24.186479447252804,49.9829487438045,,0.04167937328625538,,0.053647057897005426,0.05256276403945235,0.01088339075319697,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
64,64,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29358099,49.999761541273784,rebalance_plan_1745505495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745505495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-24 14:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,49.00861049105454,49.99976154127379,24.186261499390813,49.9812451818666,,0.04164707896859479,,0.052370446872124464,0.05132151102507928,0.009674432056484487,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
65,65,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xBd137c56f3116E5c36753037a784FF844F84F59c,29294197,50.00375497764745,rebalance_plan_1745377695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Gyroscope ECLP cbETH/wstETH,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rebalance_plan_1745377695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-23 03:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,ECLP-cbETH-wstETH -> vAMM-weETH.base/WETH,49.02219741209717,50.00375497764745,24.19450754408684,49.98635281549373,,0.043598518306772416,,0.05426209817341439,0.0531199407093788,0.009521422402606387,44.0,1.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
66,66,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,29260002,21.390620139110926,rebalance_plan_1745309295_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Balancer rETH-WETH Stable Pool,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1745309295_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-22 08:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,rETH-WETH-BPT -> vAMM-weETH.base/WETH,20.934230287490273,21.3905480685638,10.336527855397645,21.35220575392073,,0.04067744182294906,,0.05415892608822077,0.0536640734273265,0.012986631604377442,44.0,2.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
67,67,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,29237503,7.130404327393937,rebalance_plan_1745264295_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Balancer rETH-WETH Stable Pool,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1745264295_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-21 19:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,rETH-WETH-BPT -> vAMM-weETH.base/WETH,6.978076762496758,7.130392790720154,3.445382265427107,7.116589344877337,,0.04054958328821019,,0.054310618400909026,0.05414307504112446,0.013593491752914265,44.0,2.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
68,68,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28984609,64.84840354659418,rebalance_plan_1744758495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Balancer rETH-WETH Stable Pool,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744758495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-15 23:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,rETH-WETH-BPT -> vAMM-weETH.base/WETH,63.43664123180856,64.84741444018229,31.335185211532806,64.74651309176433,,0.041110954683272485,,0.055856613579990645,0.054350978793071526,0.013240024109799041,44.0,2.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
69,69,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28935106,92.45691130701351,rebalance_plan_1744659495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Balancer rETH-WETH Stable Pool,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744659495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-14 19:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,rETH-WETH-BPT -> vAMM-weETH.base/WETH,90.4035399208172,92.45335619988077,44.65163478342496,92.23428909220954,,0.038992705117342034,,0.05765620389425368,0.055334343729335426,0.016341638611993392,46.0,2.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
70,70,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28738908,100.06924304682735,rebalance_plan_1744267095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,Balancer rETH-WETH Stable Pool,balancer,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744267095_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-10 06:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rETH-WETH-BPT -> ECLP-cbETH-wstETH,97.95003106658656,100.06680295342682,98.13214685755455,100.00989832969718,,0.03897538611731676,,0.05978895476100604,0.05978895476100604,0.02081356864368928,46.0,2.0,0.0,True,,,0.013755929097336361,0.012716098996531588,0.037210185216628666,0.03874608170893157,28738908.0,30034908.0,31330908.0,2025-05-10 06:39:23+00:00,2025-06-09 06:39:23+00:00
71,71,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28716411,100.06751986168292,rebalance_plan_1744222096_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,Balancer rETH-WETH Stable Pool,balancer,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744222096_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-09 18:08:16+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rETH-WETH-BPT -> ECLP-cbETH-wstETH,97.95029897281886,100.06545977709565,98.12674163854525,99.99312052385172,,0.03820875299965481,,0.05978891195112754,0.05978891195112754,0.02158015895147273,46.0,2.0,0.0,True,,,0.01395366963566902,0.01278245760522223,0.03767964803728607,0.03882601421874421,28716411.0,30012411.0,31308411.0,2025-05-09 18:09:29+00:00,2025-06-08 18:09:29+00:00
72,72,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28678613,100.12571215407944,rebalance_plan_1744146495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,Balancer rETH-WETH Stable Pool,balancer,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744146495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-08 21:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rETH-WETH-BPT -> ECLP-cbETH-wstETH,97.93119395970646,100.1219011806766,98.07231438583351,99.92614240024064,,0.03638060286101376,,0.062175481039480056,0.062175481039480056,0.025794878178466298,46.0,2.0,0.0,True,,,0.014174777629272661,0.012913637358818342,0.03699947617513577,0.03897413863873278,28678613.0,29974613.0,31270613.0,2025-05-08 21:09:33+00:00,2025-06-07 21:09:33+00:00
73,73,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28656105,100.11663319391822,rebalance_plan_1744101495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,Balancer rETH-WETH Stable Pool,balancer,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744101495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-08 08:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rETH-WETH-BPT -> ECLP-cbETH-wstETH,97.9219619008687,100.11096040331705,98.07399481587083,99.92995715193283,,0.036562256391576675,,0.06295005734160594,0.06295005734160594,0.026387800950029267,46.0,2.0,0.0,True,,,0.013810961530480226,0.012845016162563283,0.036354841016925876,0.03881798579237894,28656105.0,29952105.0,31248105.0,2025-05-08 08:39:17+00:00,2025-06-07 08:39:17+00:00
74,74,0xBd137c56f3116E5c36753037a784FF844F84F59c,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28633607,99.89760760764108,rebalance_plan_1744056495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Gyroscope ECLP cbETH/wstETH,Balancer rETH-WETH Stable Pool,balancer,balancer,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1744056495_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-07 20:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0xBd137c56f3116E5c36753037a784FF844F84F59c,0x54D86E177cdC664B5F9B17eB5fd6A76Fa529e466,rETH-WETH-BPT -> ECLP-cbETH-wstETH,97.95224217698146,99.89878918673409,98.11206221526848,99.815552067091,,0.03958618415054711,,0.0625483889735514,0.0625483889735514,0.02296220482300429,46.0,2.0,0.0,True,,,0.014270992437689811,0.013050370241760367,0.03712031692690587,0.03912227911666122,28633607.0,29929607.0,31225607.0,2025-05-07 20:09:21+00:00,2025-06-06 20:09:21+00:00
75,75,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,28610191,5.381821716229,rebalance_plan_1744009695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,baseETH,tokemak,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,rebalance_plan_1744009695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-07 07:08:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,FromIdle,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,0x4200000000000000000000000000000000000006,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,baseETH -> vAMM-weETH.base/WETH,5.381821716229,5.381821716229,2.605562420472358,5.383111913067551,,,,0.047252619077496096,0.04714534981512556,0.04714534981512556,46.0,3.0,0.0,False,could not identify working virtual price column,ValueError,0.0,0.0,,,,,,,
76,76,0x945a4f719018edBa445ca67bDa43663C815835Ad,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,28587703,100.0911199168633,rebalance_plan_1743964695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,,,Volatile AMM - weETH.base/WETH,Balancer rETH-WETH Stable Pool,balancer,aerodrome,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,rebalance_plan_1743964695_0xAADf01DD90aE0A6Bb9Eb908294658037096E0404.json,2025-04-06 18:38:15+00:00,0xAADf01DD90aE0A6Bb9Eb908294658037096E0404,8453,0xFbe1Cefb85716c0E43eCfD399372996646B992c1,Pool2Pool,0xa6EFB95B7393cB419B48A933273F49b6bb48dd5D,0xC771c1a5905420DAEc317b154EB13e4198BA97D0,0x945a4f719018edBa445ca67bDa43663C815835Ad,0x91F0f34916Ca4E2cCe120116774b0e4fA0cdcaA8,rETH-WETH-BPT -> vAMM-weETH.base/WETH,97.63763996348709,100.08709126802349,48.383130282267174,99.880096613995,,0.03365078146669143,,0.04940070444948354,0.04727498947022988,0.013624208003538446,46.0,2.0,0.0,False,could not identify working virtual price column,ValueError,,,,,,,,,
