,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id
10,99772674502,99737754066,Lifi,2025-09-25 03:03:22.345870+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99772.674502,99737.754066,100000.0,0.9977267450199999,0.99737754066,USDC,USDT,USDT -> USDC,0
11,248589972071,248502965581,Lifi,2025-09-25 03:03:25.317951+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248589.972071,248502.965581,250000.0,0.994359888284,0.994011862324,USDC,FRAX,FRAX -> USDC,0
12,100009027244399950000000,99974024084864410017500,Lifi,2025-09-25 03:03:24.580333+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100009.02724439996,99974.02408486442,100000.0,1.0000902724439995,0.9997402408486442,FRAX,crvUSD,crvUSD -> FRAX,0
13,100038014158102580785623,100003000853147244882348,Lifi,2025-09-25 03:03:25.836164+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100038.01415810258,100003.00085314724,100000.0,1.0003801415810258,1.0000300085314724,FRAX,USDC,USDC -> FRAX,0
14,49869798300037029266028,49852343870632016305785,Lifi,2025-09-25 03:03:27.156058+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49869.79830003703,49852.343870632016,50000.0,0.9973959660007405,0.9970468774126403,crvUSD,USDe,USDe -> crvUSD,0
15,149644755388755116000000,149592379724369051709400,Lifi,2025-09-25 03:03:28.547014+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149644.75538875512,149592.37972436904,150000.0,0.9976317025917008,0.9972825314957936,USDe,USDC,USDC -> USDe,0
16,99824294278702512996352,99789355775704967116803,Lifi,2025-09-25 03:03:29.614560+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99824.29427870251,99789.35577570496,100000.0,0.9982429427870251,0.9978935577570496,GHO,USDC,USDC -> GHO,0
17,199468156155,199398342300,Lifi,2025-09-25 03:03:30.971596+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199468.156155,199398.3423,200000.0,0.997340780775,0.9969917115,USDC,crvUSD,crvUSD -> USDC,0
18,149675138305141431000000,149622752006734631499150,Lifi,2025-09-25 03:03:32.176064+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149675.13830514145,149622.75200673463,150000.0,0.9978342553676096,0.9974850133782309,USDe,USDT,USDT -> USDe,0
19,249290545264,249203293573,Lifi,2025-09-25 03:03:33.303124+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249290.545264,249203.293573,250000.0,0.997162181056,0.996813174292,USDT,crvUSD,crvUSD -> USDT,0
20,199619672595166520147968,199549805709758211865916,Lifi,2025-09-25 03:03:34.513898+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199619.6725951665,199549.80570975822,200000.0,0.9980983629758325,0.9977490285487911,GHO,crvUSD,crvUSD -> GHO,0
21,249439990448350451204096,249352686451693528546175,Lifi,2025-09-25 03:03:35.864341+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249439.99044835047,249352.68645169353,250000.0,0.9977599617934019,0.9974107458067741,crvUSD,USDT,USDT -> crvUSD,0
22,49726247557,49708843370,Lifi,2025-09-25 03:03:37.794502+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49726.247557,49708.84337,50000.0,0.9945249511400001,0.9941768674,USDC,FRAX,FRAX -> USDC,0
23,99946153417508049125376,99911172263811921308182,Lifi,2025-09-25 03:03:38.312515+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99946.15341750805,99911.17226381192,100000.0,0.9994615341750804,0.9991117226381192,FRAX,GHO,GHO -> FRAX,0
24,99716798614,99681897734,Lifi,2025-09-25 03:03:43.270412+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99716.798614,99681.897734,100000.0,0.99716798614,0.99681897734,USDT,crvUSD,crvUSD -> USDT,0
25,249317143346,249229882346,Lifi,2025-09-25 03:03:40.984179+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249317.143346,249229.882346,250000.0,0.997268573384,0.996919529384,USDC,USDe,USDe -> USDC,0
26,249358650055232280000000,249271374527712948702000,Lifi,2025-09-25 03:03:43.314187+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249358.65005523228,249271.37452771296,250000.0,0.9974346002209291,0.9970854981108519,crvUSD,USDe,USDe -> crvUSD,0
27,199565623293658873724928,199495775325506093119124,Lifi,2025-09-25 03:03:43.274997+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199565.62329365886,199495.77532550608,200000.0,0.9978281164682943,0.9974788766275304,USDe,USDT,USDT -> USDe,0
28,49838016417203553828864,49820573111457532585024,Lifi,2025-09-25 03:03:47.637745+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49838.01641720355,49820.57311145753,50000.0,0.996760328344071,0.9964114622291507,crvUSD,GHO,GHO -> crvUSD,0
29,150013165940673500000000,149960661332594264275000,Lifi,2025-09-25 03:03:45.797089+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,150013.1659406735,149960.66133259426,150000.0,1.0000877729378232,0.9997377422172951,FRAX,crvUSD,crvUSD -> FRAX,0
30,99519931054708513308672,99485099078839365329014,Lifi,2025-09-25 03:03:47.995900+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99519.93105470852,99485.09907883935,100000.0,0.9951993105470852,0.9948509907883936,GHO,FRAX,FRAX -> GHO,0
31,149502756567,149450430602,Lifi,2025-09-25 03:03:48.358285+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149502.756567,149450.430602,150000.0,0.99668504378,0.9963362040133333,USDC,GHO,GHO -> USDC,0
32,200043629184993728659456,199973613914778980854425,Lifi,2025-09-25 03:03:49.685810+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,200043.62918499374,199973.61391477895,200000.0,1.0002181459249686,0.9998680695738947,FRAX,USDe,USDe -> FRAX,0
33,249189990281557485551616,249102773784958940431673,Lifi,2025-09-25 03:03:50.774780+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249189.9902815575,249102.77378495893,250000.0,0.99675996112623,0.9964110951398357,crvUSD,GHO,GHO -> crvUSD,0
34,199426585116,199356785811,Lifi,2025-09-25 03:03:53.417532+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199426.585116,199356.785811,200000.0,0.99713292558,0.996783929055,USDT,crvUSD,crvUSD -> USDT,0
35,249455464657340982000000,249368155244710912656300,Lifi,2025-09-25 03:03:53.374583+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249455.46465734098,249368.1552447109,250000.0,0.9978218586293639,0.9974726209788437,USDe,USDT,USDT -> USDe,0
36,99783839221387641225216,99748914877660155550787,Lifi,2025-09-25 03:03:54.703586+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99783.83922138764,99748.91487766017,100000.0,0.9978383922138764,0.9974891487766017,USDe,USDT,USDT -> USDe,0
37,199555195203,199485350885,Lifi,2025-09-25 03:03:55.832458+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199555.195203,199485.350885,200000.0,0.997775976015,0.997426754425,USDC,USDT,USDT -> USDC,0
38,249512720409706342000000,249425390957562944780300,Lifi,2025-09-25 03:04:00.030278+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249512.72040970635,249425.39095756295,250000.0,0.9980508816388254,0.9977015638302518,GHO,USDe,USDe -> GHO,0
39,150055823482442496344064,150003303944223641470344,Lifi,2025-09-25 03:03:58.391527+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,150055.8234824425,150003.30394422365,150000.0,1.0003721565496166,1.0000220262948243,FRAX,USDC,USDC -> FRAX,0
40,49823967347,49806528958,Lifi,2025-09-25 03:03:59.529982+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49823.967347,49806.528958,50000.0,0.99647934694,0.99613057916,USDT,GHO,GHO -> USDT,0
41,99805935111696944201728,99771003034407850271257,Lifi,2025-09-25 03:04:00.776564+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99805.93511169695,99771.00303440786,100000.0,0.9980593511169695,0.9977100303440786,GHO,crvUSD,crvUSD -> GHO,0
42,249125373410,249038179529,Lifi,2025-09-25 03:04:02.078424+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249125.37341,249038.179529,250000.0,0.99650149364,0.9961527181159999,USDT,GHO,GHO -> USDT,0
43,199686770092660084206974,199616879723127653177502,Lifi,2025-09-25 03:04:03.307397+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199686.7700926601,199616.87972312767,200000.0,0.9984338504633005,0.9980843986156384,GHO,USDT,USDT -> GHO,0
44,49765033053570111373312,49747615292001361834331,Lifi,2025-09-25 03:04:05.046609+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49765.033053570114,49747.615292001356,50000.0,0.9953006610714022,0.9949523058400271,GHO,FRAX,FRAX -> GHO,0
45,49844170924907538000000,49826725465083820361700,Lifi,2025-09-25 03:04:05.866959+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49844.170924907536,49826.72546508382,50000.0,0.9968834184981508,0.9965345093016764,USDe,GHO,GHO -> USDe,0
46,149655240424,149602861090,Lifi,2025-09-25 03:04:08.733216+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149655.240424,149602.86109,150000.0,0.9977016028266666,0.9973524072666666,USDC,USDT,USDT -> USDC,0
47,248557545360,248470550219,Lifi,2025-09-25 03:04:08.427592+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248557.54536,248470.550219,250000.0,0.99423018144,0.993882200876,USDT,FRAX,FRAX -> USDT,0
48,149577577016,149525224864,Lifi,2025-09-25 03:04:11.090229+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149577.577016,149525.224864,150000.0,0.9971838467733333,0.9968348324266666,USDT,USDe,USDe -> USDT,0
49,248775917841746350833664,248688846270501739610872,Lifi,2025-09-25 03:04:11.686984+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248775.91784174636,248688.84627050173,250000.0,0.9951036713669854,0.9947553850820069,GHO,FRAX,FRAX -> GHO,0
50,49866175439,49848722278,Lifi,2025-09-25 03:04:12.295606+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49866.175439,49848.722278,50000.0,0.99732350878,0.99697444556,USDT,USDC,USDC -> USDT,0
51,149171899502752434000000,149119689337926470648100,Lifi,2025-09-25 03:04:13.650034+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149171.89950275244,149119.68933792648,150000.0,0.9944793300183495,0.9941312622528432,crvUSD,FRAX,FRAX -> crvUSD,0
52,99447709290,99412902592,Lifi,2025-09-25 03:04:15.863358+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99447.70929,99412.902592,100000.0,0.9944770929,0.99412902592,USDC,FRAX,FRAX -> USDC,0
53,50023226932887180804096,50005718803460670290815,Lifi,2025-09-25 03:04:15.749512+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,50023.226932887184,50005.71880346067,50000.0,1.0004645386577438,1.0001143760692135,FRAX,USDC,USDC -> FRAX,0
54,249381065964831545000000,249306251645042095536500,Lifi,2025-09-25 03:04:17.130930+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249381.06596483153,249306.2516450421,250000.0,0.9975242638593261,0.9972250065801683,USDe,crvUSD,crvUSD -> USDe,0
55,199538548876200650997760,199468710384093980769911,Lifi,2025-09-25 03:04:20.196041+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199538.54887620066,199468.71038409395,200000.0,0.9976927443810033,0.9973435519204698,USDe,USDC,USDC -> USDe,0
