,index,destination_in_x,destination_out_x,block,safe_value_out,rebalance_file_path,fee_and_base_out,fee_and_base_in,destination_in_name,destination_out_name,out_exchange_name,in_exchange_name,pool_in,pool_out,file_name,datetime_generated,autopool_vault_address,chain_id,solver_address,rebalance_type,destination_out_y,token_out,destination_in_y,token_in,move_name,amount_out,amount_out_safe_value,min_amount_in,min_amount_in_safe_value,amount_out_spot_value,out_dest_apr,min_amount_in_spot_value,in_dest_apr,in_dest_adj_apr,apr_delta,swap_offset_period,num_candidate_destinations,candidate_destinations_rank,valid,actual_30_day_fee_and_base_out,actual_60_day_fee_and_base_out,actual_30_day_fee_and_base_in,actual_60_day_fee_and_base_in,start_block,block_30_days,block_60_days,timestamp_30_days,timestamp_60_days
75,75,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41550073,30000.0,rebalance_plan_1769889366_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.02739777413739946,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769889366_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 19:56:06+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,30000.0,30000.0,28857.359586468127,29984.451477,,,,0.07768677869745858,0.07756953201378854,0.07756953201378854,20.0,1.0,0.0,False,0.0,0.0,,,,,,,
76,76,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41546456,30000.0,rebalance_plan_1769882165_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.02744529694654508,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769882165_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 17:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,30000.0,30000.0,28857.653505628936,29984.581405,,,,0.07797214865542926,0.07785432851753375,0.07785432851753375,20.0,1.0,0.0,False,0.0,0.0,,,,,,,
77,77,0x4eeDC6d6126ae9C6D92D03bB355eEAe5E47d2b03,0xCc68b840Bd7567363855e1e5050803EC7Ea8C25c,41542854,32262.64410255017,rebalance_plan_1769874965_0x9c6864105AEC23388C89600046213a44C384c831.json,0.03224579153465585,0.04446331531404822,Gauntlet USDC Prime,Gauntlet USDC Core,morpho,morpho,0xeE8F4eC5672F09119b96Ab6fB59C27E1b7e44b61,0xc0c5689e6f4D256E861F65465b691aeEcC0dEb12,rebalance_plan_1769874965_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 15:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,Pool2Pool,0xCc68b840Bd7567363855e1e5050803EC7Ea8C25c,0xc0c5689e6f4D256E861F65465b691aeEcC0dEb12,0x4eeDC6d6126ae9C6D92D03bB355eEAe5E47d2b03,0xeE8F4eC5672F09119b96Ab6fB59C27E1b7e44b61,gtUSDCc -> gtUSDCp,29755.86154656021,32262.644102,29765.442410357664,32257.789437,,0.03302065755796765,,0.045312821699226374,0.04531274401050491,0.012292086452537258,20.0,0.0,,False,,,,,,,,,
78,78,0xb5F780EC144A0f06ca1820E14A5611EA7E464491,0xCc68b840Bd7567363855e1e5050803EC7Ea8C25c,41539254,43016.46205857961,rebalance_plan_1769867765_0x9c6864105AEC23388C89600046213a44C384c831.json,0.03362543241830977,0.06630917075435477,Spark USDC Vault,Gauntlet USDC Core,morpho,morpho,0x7BfA7C4f149E7415b73bdeDfe609237e29CBF34A,0xc0c5689e6f4D256E861F65465b691aeEcC0dEb12,rebalance_plan_1769867765_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 13:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,Pool2Pool,0xCc68b840Bd7567363855e1e5050803EC7Ea8C25c,0xc0c5689e6f4D256E861F65465b691aeEcC0dEb12,0xb5F780EC144A0f06ca1820E14A5611EA7E464491,0x7BfA7C4f149E7415b73bdeDfe609237e29CBF34A,gtUSDCc -> sparkUSDC,39674.48206208027,43016.541407,40769.915331370685,43010.104874,,0.03441063425515481,,0.06630917075435477,0.06630917075435477,0.031898536499199964,20.0,0.0,,False,,,,,,,,,
79,79,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41535656,26872.508,rebalance_plan_1769860565_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.02753709262995075,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769860565_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 11:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,26872.508,26872.508,25849.002093128067,26857.935595,,,,0.07852683669923688,0.07842040106200616,0.07842040106200616,20.0,1.0,0.0,False,0.0,0.0,,,,,,,
80,80,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41532044,30000.0,rebalance_plan_1769853365_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.02755389186317906,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769853365_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 09:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,30000.0,30000.0,28858.512530259235,29984.717248,,,,0.0786813476478791,0.07856200958951555,0.07856200958951555,20.0,2.0,0.0,False,0.0,0.0,,,,,,,
81,81,0xFd70A9b4cE03Dc07Fe7Ba5e4D39fac11eE8d8615,0x9c6864105AEC23388C89600046213a44C384c831,41528454,30000.0,rebalance_plan_1769846165_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.06583329183865061,Moonwell Flagship USDC,baseUSD,tokemak,morpho,0xc1256Ae5FF1cf2719D4937adb3bbCCab2E00A2Ca,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769846165_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 07:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xFd70A9b4cE03Dc07Fe7Ba5e4D39fac11eE8d8615,0xc1256Ae5FF1cf2719D4937adb3bbCCab2E00A2Ca,baseUSD -> mwUSDC,30000.0,30000.0,28166.528991840023,29995.5,,,,0.07418754692137389,0.07417423312981769,0.07417423312981769,20.0,3.0,0.0,False,0.0,0.0,,,,,,,
82,82,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41524855,30000.0,rebalance_plan_1769838965_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.027587496516329017,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769838965_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 05:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,30000.0,30000.0,28858.97962283945,29985.550752,,,,0.0788272835583608,0.07870746426935171,0.07870746426935171,20.0,3.0,0.0,False,0.0,0.0,,,,,,,
83,83,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41521254,38876.274,rebalance_plan_1769831765_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.027605614429386145,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769831765_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 03:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,38876.274,38876.274,37398.116029440025,38857.798574,,,,0.07897352487056829,0.07881749057086718,0.07881749057086718,20.0,3.0,0.0,False,0.0,0.0,,,,,,,
84,84,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x9c6864105AEC23388C89600046213a44C384c831,41517654,45000.0,rebalance_plan_1769824565_0x9c6864105AEC23388C89600046213a44C384c831.json,,0.02761985311363114,Balancer Aave USDC-Aave GHO,baseUSD,tokemak,balancerV3,0x7AB124EC4029316c2A42F713828ddf2a192B36db,0x9c6864105AEC23388C89600046213a44C384c831,rebalance_plan_1769824565_0x9c6864105AEC23388C89600046213a44C384c831.json,2026-01-31 01:56:05+00:00,0x9c6864105AEC23388C89600046213a44C384c831,8453.0,0xFfF19270583Bb6A37e023a3fd499CAA5CeA3a304,FromIdle,0x9c6864105AEC23388C89600046213a44C384c831,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1EfC63fA8718cac1Df88273B08616cF1e9FF03DD,0x7AB124EC4029316c2A42F713828ddf2a192B36db,baseUSD -> Aave USDC-Aave GHO,45000.0,45000.0,43289.65307177357,44979.003781,,,,0.07917998761064213,0.07899811139739221,0.07899811139739221,20.0,2.0,0.0,False,0.0,0.0,,,,,,,
