address,total_nfts,total_stablecoins_usd,Milady_count,ETH_balance,USDC_balance,USDT_balance,CryptoPunks_count,DAI_balance,USDD_balance,BUSD_balance,FRAX_balance
0x26ba43459a9e2ea7eb7c1bb791f64f2457537e4e,1,16773.88053,1.0,0.048315275316852195,16773.88053,0.0,0.0,0.0,0.0,0.0,0.0
0x54ac13dbf807a64a20dfd04bd44a4efd3273d602,2,16709.45418,0.0,1.1717256191373184,0.129727,16709.324453,2.0,0.0,0.0,0.0,0.0
0x6a2840a37e5b1b4a0273ae135ab177e56ec668fb,1,16327.73,0.0,2.9843019429482096,0.0,16327.73,1.0,0.0,0.0,0.0,0.0
0xe54c393e34ab862237145a693d3eebdcf6267a7a,1,16051.39944,1.0,17.649554302744757,16051.39944,0.0,0.0,0.0,0.0,0.0,0.0
0x61ee9fc5714ed3732b83188aa82caec3a43d52ed,1,16047.383857,0.0,1.1197,16047.383857,0.0,1.0,0.0,0.0,0.0,0.0
0x281f78188f494260edea1718bfb0eaceb0f7e79e,1,15625.33022,0.0,11.155806425699577,0.0,15625.33022,1.0,0.0,0.0,0.0,0.0
0xe596bafaa0d4172924237ca202eff891657c064d,1,15371.37537632919,0.0,34.95402929020227,11512.064874,0.0,1.0,3859.3105023291905,0.0,0.0,0.0
0x4e8dabccf53c16bc2d26a029766466d7e8f5c242,1,15175.021233,1.0,0.08272671534530802,15175.021233,0.0,0.0,0.0,0.0,0.0,0.0
0xbe9936fcfc50666f5425fde4a9decc59cef73b24,1,15012.913308,0.0,0.6481068062308954,15012.913308,0.0,1.0,0.0,0.0,0.0,0.0
0x69f6a2085fe189ff6ee6b50557c531e1639311dd,1,14381.664431,0.0,0.001248685816782964,14381.664431,0.0,1.0,0.0,0.0,0.0,0.0
0x25b12eea057708adcb521ef7da0d4112523372fa,1,13708.332266,0.0,100.10819207908085,13708.332266,0.0,1.0,0.0,0.0,0.0,0.0
0x7ee54d537bdf322dcee8c986aa12e053d41de30a,2,13550.021474,0.0,0.05517225213875062,13550.021474,0.0,2.0,0.0,0.0,0.0,0.0
0xeeb5bafb9e41b1f09e0f77bb32be6e8af5fc469b,1,13466.027284,1.0,2.803116688927275,13466.027284,0.0,0.0,0.0,0.0,0.0,0.0
0xf4e03e11a107bfb20b709694743affe9cce9fed8,1,13279.782225,1.0,2.54545435811785,13279.782225,0.0,0.0,0.0,0.0,0.0,0.0
0xce22bd15c7292c111b43d9e948470e20eacebb8b,1,13030.606409999999,1.0,0.07022418363376244,409.699286,12620.907124,0.0,0.0,0.0,0.0,0.0
0xa96e4bb2ad4233822d8b64c511a7359d4bc55617,8,12500.0,8.0,28.080490616773353,0.0,12500.0,0.0,0.0,0.0,0.0,0.0
0xe8b58fb5c4e2d5ad57f7f1b593268e28f658c11d,1,12464.0,0.0,16.041052129787527,7864.0,4600.0,1.0,0.0,0.0,0.0,0.0
0x984678f96360cb12a2ad7764e5a4672aded471f5,1,12451.595585,1.0,0.49160366368543856,0.0,0.0,0.0,12451.595585,0.0,0.0,0.0
