top_level_function,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,filename,lineno,function
add_new_rebalance_events_for_each_autopool_to_table,5,2.7416000000000003e-05,5.4832e-06,0.001695457,0.0003390914,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,29,get_timestamp_table_was_last_updated
add_new_rebalance_events_for_each_autopool_to_table,3,2.3834000000000003e-05,7.944666666666667e-06,0.00030204200000000003,0.00010068066666666667,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,57,write_timestamp_table_was_last_updated
add_new_rebalance_events_for_each_autopool_to_table,5,2.6999e-05,5.3998e-06,0.001894124,0.0003788248,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,80,does_table_exist
add_new_rebalance_events_for_each_autopool_to_table,5,0.000567794,0.00011355880000000001,0.004176292,0.0008352584,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,93,should_update_table
add_new_rebalance_events_for_each_autopool_to_table,1,0.000120248,0.000120248,0.00024875,0.00024875,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,14,_flatten_events
add_new_rebalance_events_for_each_autopool_to_table,1,1.1458000000000001e-05,1.1458000000000001e-05,0.350579375,0.350579375,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,57,_recursive_helper_get_all_events_within_range
add_new_rebalance_events_for_each_autopool_to_table,1,1.0959000000000001e-05,1.0959000000000001e-05,0.0008933340000000001,0.0008933340000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,97,events_to_df
add_new_rebalance_events_for_each_autopool_to_table,1,3.0792e-05,3.0792e-05,0.356793458,0.356793458,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,104,fetch_events
add_new_rebalance_events_for_each_autopool_to_table,1,2.7709000000000002e-05,2.7709000000000002e-05,0.0023519170000000002,0.0023519170000000002,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,152,<dictcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,3.7628e-05,3.7628e-05,90.86366754100001,90.86366754100001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,146,fetch_many_events
add_new_rebalance_events_for_each_autopool_to_table,1,5.4570000000000004e-06,5.4570000000000004e-06,9.125e-06,9.125e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,45,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,41,3.2910000000000003e-06,8.026829268292684e-08,3.2910000000000003e-06,8.026829268292684e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,47,<genexpr>
add_new_rebalance_events_for_each_autopool_to_table,1,0.00010516800000000001,0.00010516800000000001,0.002025542,0.002025542,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,40,_load_tx_hash_to_gas_info
add_new_rebalance_events_for_each_autopool_to_table,1,1.9708000000000002e-05,1.9708000000000002e-05,0.014055375,0.014055375,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,86,<dictcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,0.00011762500000000001,0.00011762500000000001,3.4229070000000004,3.4229070000000004,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,82,_fetch_missing_gas_costs
add_new_rebalance_events_for_each_autopool_to_table,1,1.125e-06,1.125e-06,5.417e-06,5.417e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,103,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,2.708e-06,2.708e-06,2.708e-06,2.708e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,117,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,0.000389668,0.000389668,3.450598208,3.450598208,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,95,add_transaction_gas_info_to_df_with_tx_hash
add_new_rebalance_events_for_each_autopool_to_table,82,6.246e-06,7.617073170731708e-08,6.246e-06,7.617073170731708e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,135,<genexpr>
add_new_rebalance_events_for_each_autopool_to_table,2,7.3340000000000004e-06,3.6670000000000002e-06,7.3340000000000004e-06,3.6670000000000002e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,143,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,2,9.112600000000001e-05,4.5563000000000004e-05,0.002068958,0.001034479,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,133,determine_blocks_not_on_disk
add_new_rebalance_events_for_each_autopool_to_table,1,0.00022133500000000002,0.00022133500000000002,0.60099975,0.60099975,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,147,ensure_block_timestamp_chain_df_contains_all_wanted_blocks
add_new_rebalance_events_for_each_autopool_to_table,41,2.752e-06,6.712195121951219e-08,2.752e-06,6.712195121951219e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,161,<genexpr>
add_new_rebalance_events_for_each_autopool_to_table,1,3.2583e-05,3.2583e-05,0.001016042,0.001016042,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,160,load_blocks_timestamp_chain_df
add_new_rebalance_events_for_each_autopool_to_table,1,8.6125e-05,8.6125e-05,0.6041845840000001,0.6041845840000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,168,add_timestamp_to_df_with_block_column
add_new_rebalance_events_for_each_autopool_to_table,1,0.00014116900000000002,0.00014116900000000002,112.62756520900001,112.62756520900001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,60,add_new_rebalance_events_for_each_autopool_to_table
add_new_rebalance_events_for_each_autopool_to_table,1,1.0420000000000001e-06,1.0420000000000001e-06,1.0420000000000001e-06,1.0420000000000001e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,98,<dictcomp>
add_new_rebalance_events_for_each_autopool_to_table,40,0.00014563100000000002,3.6407750000000003e-06,0.0017937460000000001,4.484365e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,100,_make_rebalance_between_destination_human_readable
add_new_rebalance_events_for_each_autopool_to_table,40,1.021e-05,2.5525e-07,0.001803956,4.50989e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,172,<lambda>
add_new_rebalance_events_for_each_autopool_to_table,1,0.00011125000000000001,0.00011125000000000001,112.58455625,112.58455625,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,95,fetch_rebalance_events_df_from_external_source
add_new_rebalance_events_for_each_autopool_to_table,56,7.0077e-05,1.251375e-06,0.0046608330000000005,8.322916071428572e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,226,getPriceInEth_call
add_new_rebalance_events_for_each_autopool_to_table,1,2.6875000000000003e-05,2.6875000000000003e-05,14.557398167,14.557398167,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,234,_add_solver_profit_cols
add_new_rebalance_events_for_each_autopool_to_table,1,2.167e-05,2.167e-05,0.0023125420000000003,0.0023125420000000003,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,259,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,3.3167e-05,3.3167e-05,0.004694,0.004694,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,263,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,3.8625000000000004e-05,3.8625000000000004e-05,0.004221459,0.004221459,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,264,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,6.249800000000001e-05,6.249800000000001e-05,14.555948208,14.555948208,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,250,_add_solver_profit_cols_by_flash_borrower
add_new_rebalance_events_for_each_autopool_to_table,2,2.9753e-05,1.48765e-05,13.832354959000002,6.916177479500001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,296,_build_value_held_by_solver
add_new_rebalance_events_for_each_autopool_to_table,40,5.4008e-05,1.3502e-06,0.001014877,2.5371925e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,321,_compute_value_out_of_autopool
add_new_rebalance_events_for_each_autopool_to_table,40,1.4040000000000001e-05,3.51e-07,0.001028917,2.5722925000000002e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,330,<lambda>
add_new_rebalance_events_for_each_autopool_to_table,1,6.5999e-05,6.5999e-05,0.8022488750000001,0.8022488750000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,309,_add_spot_value_of_rebalance_events
add_new_rebalance_events_for_each_autopool_to_table,1,1.879e-05,1.879e-05,0.7921090000000001,0.7921090000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,346,_fetch_lp_token_validated_spot_price
add_new_rebalance_events_for_each_autopool_to_table,1,5.420000000000001e-07,5.420000000000001e-07,5.420000000000001e-07,5.420000000000001e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,414,<setcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,1.125e-06,1.125e-06,1.125e-06,1.125e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,446,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,9.170000000000001e-07,9.170000000000001e-07,9.170000000000001e-07,9.170000000000001e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,447,<listcomp>
add_new_rebalance_events_for_each_autopool_to_table,1,6.7873e-05,6.7873e-05,90.90240408300001,90.90240408300001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,367,fetch_events_needed_for_rebalance_events
add_new_rebalance_events_for_each_autopool_to_table,40,1.2124000000000001e-05,3.031e-07,0.001384206,3.460515e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,471,<lambda>
add_new_rebalance_events_for_each_autopool_to_table,40,9.006e-06,2.2515e-07,0.001332461,3.3311525e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,474,<lambda>
add_new_rebalance_events_for_each_autopool_to_table,1,6.241700000000001e-05,6.241700000000001e-05,0.00887275,0.00887275,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,459,_combine_rebalance_event_data
add_new_rebalance_events_for_each_autopool_to_table,1,8.916700000000001e-05,8.916700000000001e-05,91.713614875,91.713614875,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/rebalance_events/rebalance_events.py,514,fetch_rebalance_events_and_actual_weth_and_lp_tokens_moved
add_new_fee_events_to_table,10,5.541e-06,5.541e-07,5.541e-06,5.541e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,103,__call__
add_new_fee_events_to_table,564,6.213900000000001e-05,1.1017553191489364e-07,6.213900000000001e-05,1.1017553191489364e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,47,client
add_new_fee_events_to_table,1,0.000705042,0.000705042,8.745804916,8.745804916,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/protocol_level_profit_and_loss/fees.py,35,add_new_fee_events_to_table
add_new_fee_events_to_table,530,0.000163074,3.076867924528302e-07,0.000163074,3.076867924528302e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/protocol_level_profit_and_loss/fees.py,50,<lambda>
add_new_fee_events_to_table,285,9.408800000000001e-05,3.301333333333334e-07,9.408800000000001e-05,3.301333333333334e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/protocol_level_profit_and_loss/fees.py,60,<lambda>
add_new_fee_events_to_table,5,0.000330203,6.60406e-05,8.678335458000001,1.7356670916000003,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/pages/protocol_level_profit_and_loss/fees.py,42,_fetch_fee_data_from_external_source
add_new_fee_events_to_table,5,2.5043e-05,5.0086e-06,0.000896959,0.0001793918,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,50,_build_default_block_and_timestamp_calls
add_new_fee_events_to_table,1118,0.001048138,9.375116279069768e-07,0.011450252000000001,1.0241728085867622e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,66,_fetch_data
add_new_fee_events_to_table,5,2.999e-06,5.998e-07,2.999e-06,5.998e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,65,_data_fetch_builder
add_new_fee_events_to_table,5,1.6128000000000002e-05,3.2256000000000005e-06,4.323282418000001,0.8646564836000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,78,get_raw_state_by_blocks
add_new_fee_events_to_table,5,3.0583e-05,6.1166e-06,3.0583e-05,6.1166e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,101,<listcomp>
add_new_fee_events_to_table,5,0.00026168000000000003,5.233600000000001e-05,0.0013361240000000002,0.00026722480000000004,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,108,<listcomp>
add_new_fee_events_to_table,5,9.625e-06,1.925e-06,9.625e-06,1.925e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,120,<listcomp>
add_new_fee_events_to_table,5,0.0001155,2.31e-05,0.0001155,2.31e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,126,<listcomp>
add_new_fee_events_to_table,5,3.2500000000000002e-06,6.5e-07,3.2500000000000002e-06,6.5e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,128,<listcomp>
add_new_fee_events_to_table,10,0.000333334,3.33334e-05,0.017951792,0.0017951792000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,91,async_safe_get_raw_state_by_block
add_new_fee_events_to_table,1118,0.00011755100000000001,1.0514400715563507e-07,0.00011755100000000001,1.0514400715563507e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,173,identity_with_bool_success
add_new_fee_events_to_table,10,0.00021054500000000002,2.1054500000000003e-05,0.005424335000000001,0.0005424335000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,245,_add_to_blocks_to_use_table
add_new_fee_events_to_table,10,0.00015820800000000001,1.5820800000000003e-05,0.00015820800000000001,1.5820800000000003e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,264,<listcomp>
add_new_fee_events_to_table,10,6.4788e-05,6.4788000000000005e-06,0.054190499,0.0054190499,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,254,build_blocks_to_use
add_new_fee_events_to_table,9,7.9956e-05,8.884e-06,0.07869079200000001,0.008743421333333334,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,31,add_new_rows
add_new_fee_events_to_table,9,1.354e-05,1.5044444444444446e-06,1.354e-05,1.5044444444444446e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,53,<listcomp>
add_new_fee_events_to_table,10,5.8042000000000004e-05,5.8042e-06,0.0037737520000000004,0.00037737520000000007,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,15,convert_timestamps_to_iso
add_new_fee_events_to_table,10,0.000628286,6.28286e-05,0.104876123,0.0104876123,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,67,verify_rows_saved
add_new_fee_events_to_table,20,9.6082e-05,4.8041e-06,0.005980626,0.0002990313,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,107,does_table_exist
add_new_fee_events_to_table,10,0.0010405800000000002,0.00010405800000000001,0.20163654,0.020163654,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,119,write_dataframe_to_table
add_new_fee_events_to_table,29,0.00023605200000000002,8.139724137931035e-06,0.056383462,0.0019442573103448278,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,195,run_read_only_query
add_new_fee_events_to_table,5,0.000263417,5.26834e-05,0.0028736250000000003,0.0005747250000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,208,get_earliest_block_from_table_with_autopool
add_new_fee_events_to_table,10,0.00036799900000000004,3.6799900000000007e-05,0.042026169,0.0042026169,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/database_operations.py,265,get_all_rows_in_table_by_chain
add_new_fee_events_to_table,10,3.9623e-05,3.9623e-06,0.0022989580000000003,0.00022989580000000004,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,29,get_timestamp_table_was_last_updated
add_new_fee_events_to_table,10,6.1666e-05,6.1666e-06,0.0009443330000000001,9.443330000000002e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,57,write_timestamp_table_was_last_updated
add_new_fee_events_to_table,11,3.9374e-05,3.5794545454545454e-06,0.002366457,0.00021513245454545457,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,80,does_table_exist
add_new_fee_events_to_table,11,0.000826875,7.517045454545455e-05,0.005528165000000001,0.0005025604545454546,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,93,should_update_table
add_new_fee_events_to_table,10,0.001721213,0.0001721213,0.0036154190000000004,0.00036154190000000004,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,14,_flatten_events
add_new_fee_events_to_table,10,8.175100000000001e-05,8.1751e-06,4.059333959,0.4059333959,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,57,_recursive_helper_get_all_events_within_range
add_new_fee_events_to_table,10,0.000114875,1.14875e-05,0.011570374000000001,0.0011570374000000002,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,97,events_to_df
add_new_fee_events_to_table,2,2.583e-06,1.2915e-06,2.583e-06,1.2915e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,127,<listcomp>
add_new_fee_events_to_table,10,0.00028067,2.8067e-05,4.127802708,0.4127802708,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_events.py,104,fetch_events
add_new_fee_events_to_table,1388,5.2335000000000006e-05,3.770533141210375e-08,5.2335000000000006e-05,3.770533141210375e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,135,<genexpr>
add_new_fee_events_to_table,10,0.00044950100000000005,4.49501e-05,0.00044950100000000005,4.49501e-05,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,143,<listcomp>
add_new_fee_events_to_table,10,0.000705247,7.05247e-05,0.011139000000000001,0.0011139000000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,133,determine_blocks_not_on_disk
add_new_fee_events_to_table,5,0.00044046000000000005,8.809200000000001e-05,4.472897168,0.8945794336,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,147,ensure_block_timestamp_chain_df_contains_all_wanted_blocks
add_new_fee_events_to_table,694,2.5925e-05,3.735590778097983e-08,2.5925e-05,3.735590778097983e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,161,<genexpr>
add_new_fee_events_to_table,5,0.000393083,7.861660000000001e-05,0.005923876000000001,0.0011847752000000002,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,160,load_blocks_timestamp_chain_df
add_new_fee_events_to_table,5,0.000865327,0.0001730654,4.489500832,0.8979001664,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,168,add_timestamp_to_df_with_block_column
initialize_tx_hash_to_gas_info_db,1,1.7666e-05,1.7666e-05,0.0009572500000000001,0.0009572500000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/add_info_to_dataframes.py,24,initialize_tx_hash_to_gas_info_db
ensure_table_to_last_updated_exists,1,9e-06,9e-06,0.000296584,0.000296584,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,13,ensure_table_to_last_updated_exists
_add_to_blocks_to_use_table,1,2.4625000000000002e-05,2.4625000000000002e-05,0.001351083,0.001351083,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/data_fetching/get_state_by_block.py,245,_add_to_blocks_to_use_table
_add_to_blocks_to_use_table,1,1.3498e-05,1.3498e-05,0.001023042,0.001023042,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,29,get_timestamp_table_was_last_updated
_add_to_blocks_to_use_table,1,6.0840000000000005e-06,6.0840000000000005e-06,0.00016379100000000002,0.00016379100000000002,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,80,does_table_exist
_add_to_blocks_to_use_table,1,0.00013791700000000001,0.00013791700000000001,0.001326458,0.001326458,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/database/should_update_database.py,93,should_update_table
add_new_destination_summary_stats_to_table,34,4.2959e-05,1.2635e-06,4.2959e-05,1.2635e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,47,client
add_new_destination_summary_stats_to_table,1,8.3e-08,8.3e-08,8.3e-08,8.3e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,19,<lambda>
add_new_destination_summary_stats_to_table,1,8.3e-08,8.3e-08,8.3e-08,8.3e-08,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,18,<lambda>
add_new_destination_summary_stats_to_table,224,7.8173e-05,3.489866071428571e-07,7.8173e-05,3.489866071428571e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/constants.py,103,__call__
add_new_destination_summary_stats_to_table,23,1.8335e-05,7.971739130434783e-07,1.8335e-05,7.971739130434783e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,58,to_record
add_new_destination_summary_stats_to_table,74,2.6378e-05,3.5645945945945947e-07,2.6378e-05,3.5645945945945947e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,72,<dictcomp>
add_new_destination_summary_stats_to_table,74,0.00011308200000000001,1.5281351351351353e-06,0.00042396,5.72918918918919e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,70,from_record
add_new_destination_summary_stats_to_table,5,0.000375582,7.51164e-05,2.2796436250000003,0.45592872500000003,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,88,add_new_destination_details_for_each_chain_to_table
add_new_destination_summary_stats_to_table,2,6.083e-06,3.0415e-06,6.083e-06,3.0415e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,126,<listcomp>
add_new_destination_summary_stats_to_table,2,8.29e-06,4.145e-06,9.458e-06,4.729e-06,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,129,<dictcomp>
add_new_destination_summary_stats_to_table,2,5.2087000000000005e-05,2.6043500000000002e-05,0.003229917,0.0016149585,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,136,_add_to_all_destination_details
add_new_destination_summary_stats_to_table,2,1.416e-06,7.08e-07,1.416e-06,7.08e-07,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,160,<listcomp>
add_new_destination_summary_stats_to_table,2,1.1956e-05,5.978e-06,0.0013089990000000001,0.0006544995000000001,/Users/pb/Documents/Github/Tokemak/v2-rebalance-dashboard/mainnet_launch/destinations.py,162,<listcomp>
