         559344879 function calls (548127187 primitive calls) in 431.575 seconds

   Ordered by: cumulative time
   List reduced from 4927 to 500 due to restriction <500>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   11.834   11.834 update_token_values_table.py:130(ensure_token_values_are_current)
        5    0.000    0.000   11.834    2.367 update_token_values_table.py:109(_fetch_and_insert_new_token_values)
773728/316270    0.343    0.000   11.775    0.000 functional.py:43(inner)
       90    0.002    0.000   11.702    0.130 connection.py:846(_ssl_wrap_socket_and_match_hostname)
       90    0.000    0.000   11.695    0.130 ssl_.py:390(ssl_wrap_socket)
       90    0.000    0.000   11.574    0.129 ssl_.py:488(_ssl_wrap_socket_impl)
       90    0.000    0.000   11.574    0.129 ssl.py:507(wrap_socket)
       90    0.002    0.000   11.574    0.129 ssl.py:1014(_create)
       90    0.001    0.000   11.566    0.129 ssl.py:1368(do_handshake)
   248106    0.798    0.000   10.804    0.000 call.py:56(decode_output)
        9    0.001    0.000   10.714    1.190 tokemak_subgraph.py:56(_fetch_autopool_rebalance_events_from_subgraph)
        1    0.000    0.000   10.708   10.708 update_destinations_states_table.py:553(ensure_destination_states_are_current)
        9    0.003    0.000   10.196    1.133 update_autopool_destination_states_table.py:31(_determine_what_blocks_are_needed)
 63333110    9.116    0.000   10.083    0.000 address.py:115(<genexpr>)
        1    0.000    0.000    9.949    9.949 update_rebalance_plans.py:236(ensure_rebalance_plans_table_are_current)
   238399    0.119    0.000    9.704    0.000 signature.py:76(decode_data)
   239035    0.291    0.000    9.602    0.000 codec.py:198(decode)
        1    0.000    0.000    9.483    9.483 update_chainlink_keeper_gas_costs_table.py:92(ensure_chainlink_gas_costs_table_is_updated)
  717/283    0.002    0.000    9.323    0.033 state_changes.py:95(_go)
        1    0.000    0.000    9.313    9.313 update_chainlink_keeper_gas_costs_table.py:40(_ensure_one_chain_chainlink_gas_costs_is_updated)
       18    9.057    0.503    9.057    0.503 {built-in method time.sleep}
    65421    0.041    0.000    9.018    0.000 eth.py:522(call)
    65421    0.042    0.000    8.967    0.000 module.py:69(caller)
        1    0.000    0.000    8.937    8.937 update_autopool_states.py:148(ensure_autopool_states_are_current)
        5    0.000    0.000    8.937    1.787 update_autopool_states.py:105(_fetch_and_insert_new_autopool_states)
  1546260    1.282    0.000    8.330    0.000 keccak.py:143(new)
        5    0.002    0.000    8.183    1.637 update_token_values_table.py:48(_determine_what_blocks_are_needed)
        3    0.000    0.000    8.110    2.703 update_destinations_states_table.py:309(_add_new_destination_states_to_db)
3542412/239049    0.611    0.000    8.010    0.000 decoding.py:126(__call__)
1320164/582421    0.223    0.000    7.860    0.000 decoding.py:170(decode)
      260    0.001    0.000    7.799    0.030 util.py:129(__exit__)
      109    0.000    0.000    7.769    0.071 base.py:2612(commit)
      109    0.001    0.000    7.769    0.071 base.py:2729(_do_commit)
      109    0.000    0.000    7.768    0.071 base.py:2704(_connection_commit_impl)
      109    0.001    0.000    7.767    0.071 base.py:1129(_commit_impl)
      109    0.001    0.000    7.749    0.071 default.py:705(do_commit)
      109    7.748    0.071    7.748    0.071 {method 'commit' of 'psycopg2.extensions.connection' objects}
        5    0.003    0.001    7.590    1.518 update_autopool_states.py:119(_determine_what_blocks_are_needed)
    41136    0.033    0.000    7.431    0.000 selector_events.py:818(_read_ready)
    41136    0.053    0.000    7.399    0.000 selector_events.py:858(_read_ready__data_received)
       84    0.001    0.000    7.339    0.087 sql.py:885(pandasSQL_builder)
       84    0.001    0.000    7.331    0.087 sql.py:1620(__init__)
695346/217954    0.384    0.000    7.327    0.000 decoding.py:141(decode)
       13    0.000    0.000    7.282    0.560 client.py:560(_api_call)
       13    0.000    0.000    7.282    0.560 client.py:941(_make_api_call)
       13    0.000    0.000    7.263    0.559 client.py:1027(_make_request)
       13    0.000    0.000    7.263    0.559 endpoint.py:113(make_request)
       13    0.000    0.000    7.263    0.559 endpoint.py:192(_send_request)
       13    0.000    0.000    7.260    0.558 endpoint.py:233(_get_response)
       13    0.000    0.000    7.260    0.558 endpoint.py:261(_do_get_response)
    31720    0.041    0.000    6.974    0.000 sslproto.py:524(data_received)
  1546260    2.356    0.000    6.749    0.000 keccak.py:69(__init__)
       20    0.000    0.000    6.739    0.337 api.py:62(get)
    50548    0.169    0.000    6.632    0.000 sslproto.py:156(feed_ssldata)
    11033    6.560    0.001    6.560    0.001 {method 'connect' of '_socket.socket' objects}
       90    0.001    0.000    6.426    0.071 connection.py:192(_new_conn)
       90    0.002    0.000    6.425    0.071 connection.py:27(create_connection)
       13    0.000    0.000    6.338    0.488 endpoint.py:382(_send)
       13    0.000    0.000    6.338    0.488 httpsession.py:447(send)
   832896    0.246    0.000    6.334    0.000 decoding.py:264(decode)
      171    0.000    0.000    6.332    0.037 frame.py:10170(apply)
      171    0.000    0.000    6.331    0.037 apply.py:864(apply)
      171    0.000    0.000    6.330    0.037 apply.py:1061(apply_standard)
      171    0.006    0.000    6.313    0.037 apply.py:1070(apply_series_generator)
   380714    0.049    0.000    6.227    0.000 {method 'join' of 'bytes' objects}
       52    0.000    0.000    6.193    0.119 module.py:51(caller)
      885    0.001    0.000    6.177    0.007 response.py:1044(stream)
       18    0.000    0.000    6.158    0.342 get_transactions_etherscan.py:64(get_all_transactions_sent_by_eoa_address)
        9    0.000    0.000    6.151    0.683 update_destination_token_values_tables.py:240(_extract_destination_token_values)
       18    0.000    0.000    6.146    0.341 get_transactions_etherscan.py:47(_get_normal_transactions_from_etherscan_recursive)
       18    0.000    0.000    6.142    0.341 get_transactions_etherscan.py:15(_fetch_pages)
      384    0.006    0.000    6.139    0.016 update_destination_token_values_tables.py:292(<lambda>)
1289/1218    0.010    0.000    6.139    0.005 {method 'read' of '_io.BufferedReader' objects}
       52    0.000    0.000    6.139    0.118 manager.py:187(request_blocking)
       52    0.000    0.000    6.139    0.118 manager.py:143(_make_request)
   274/52    0.001    0.000    6.137    0.118 formatting.py:84(middleware)
       52    0.000    0.000    6.137    0.118 gas_price_strategy.py:81(middleware)
      384    0.193    0.001    6.134    0.016 update_destination_token_values_tables.py:252(_extract_destination_token_values)
       52    0.000    0.000    6.134    0.118 attrdict.py:32(middleware)
       52    0.000    0.000    6.083    0.117 buffered_gas_estimate.py:30(middleware)
       52    0.000    0.000    6.083    0.117 exception_retry_request.py:101(middleware)
       52    0.001    0.000    6.082    0.117 rpc.py:84(make_request)
       52    0.000    0.000    6.076    0.117 request.py:44(make_post_request)
       52    0.000    0.000    6.074    0.117 sessions.py:626(post)
      195    6.061    0.031    6.061    0.031 {method 'rollback' of 'psycopg2.extensions.connection' objects}
       16    0.000    0.000    6.047    0.378 get_events.py:105(fetch_events)
      194    0.001    0.000    5.992    0.031 default.py:702(do_rollback)
      193    0.001    0.000    5.944    0.031 base.py:1216(close)
      127    0.000    0.000    5.940    0.047 base.py:234(__exit__)
       84    0.000    0.000    5.938    0.071 sql.py:1643(__exit__)
       84    0.000    0.000    5.938    0.071 contextlib.py:582(close)
       84    0.001    0.000    5.938    0.071 contextlib.py:533(__exit__)
       84    0.000    0.000    5.932    0.071 base.py:2574(close)
       84    0.000    0.000    5.931    0.071 base.py:2723(_do_close)
       84    0.001    0.000    5.931    0.071 base.py:2707(_close_impl)
       84    0.000    0.000    5.930    0.071 base.py:2701(_connection_rollback_impl)
       84    0.001    0.000    5.930    0.071 base.py:1111(_rollback_impl)
        6    0.000    0.000    5.868    0.978 get_state_by_block.py:266(build_blocks_to_use)
        6    0.000    0.000    5.868    0.978 get_state_by_block.py:244(postgres_build_blocks_to_use)
 13217356    3.015    0.000    5.840    0.000 hexadecimal.py:35(is_0x_prefixed)
    26684    0.014    0.000    5.716    0.000 ssl.py:973(do_handshake)
   511048    0.208    0.000    5.605    0.000 address.py:79(to_canonical_address)
  7864464    2.118    0.000    5.489    0.000 hexadecimal.py:43(remove_0x_prefix)
2161287/1920085    1.085    0.000    5.206    0.000 decoding.py:197(decode)
       16    0.000    0.000    4.908    0.307 get_events.py:57(_recursive_helper_get_all_events_within_range)
2633481/2632613    0.144    0.000    4.854    0.000 {built-in method builtins.next}
    65421    0.026    0.000    4.801    0.000 manager.py:203(coro_request)
    65421    0.043    0.000    4.765    0.000 manager.py:152(_coro_make_request)
      434    0.002    0.000    4.699    0.011 session.py:1813(_maker_context_manager)
 1369/935    0.002    0.000    4.699    0.005 contextlib.py:139(__exit__)
      217    0.000    0.000    4.687    0.022 <string>:1(commit)
      217    0.004    0.000    4.686    0.022 session.py:1306(commit)
    65421    0.093    0.000    4.675    0.000 async_rpc.py:69(make_request)
       66    0.000    0.000    4.637    0.070 session.py:2099(_connection_for_bind)
       66    0.000    0.000    4.637    0.070 <string>:1(_connection_for_bind)
       66    0.001    0.000    4.636    0.070 session.py:1152(_connection_for_bind)
  5275894    1.224    0.000    4.549    0.000 address.py:14(is_hex_address)
  3752312    1.245    0.000    4.526    0.000 address.py:138(_is_checksum_formatted)
  3846650    0.931    0.000    4.483    0.000 decorators.py:31(_assert_one_val)
        8    0.001    0.000    4.411    0.551 block_timestamp.py:164(ensure_all_blocks_are_in_table)
  5352892    1.273    0.000    4.188    0.000 hexadecimal.py:49(add_0x_prefix)
        1    0.000    0.000    4.027    4.027 update_destination_states_from_rebalance_plan.py:228(ensure_destination_states_from_rebalance_plan_are_current)
     9462    0.025    0.000    3.960    0.000 method.py:174(process_params)
    65421    0.071    0.000    3.920    0.000 request.py:54(async_make_post_request)
  1752424    1.443    0.000    3.877    0.000 hexadecimal.py:23(encode_hex)
  7342464    3.794    0.000    3.794    0.000 {method 'fullmatch' of 're.Pattern' objects}
      326    0.001    0.000    3.794    0.012 models.py:890(content)
      487    0.001    0.000    3.792    0.008 models.py:816(generate)
      318    0.002    0.000    3.784    0.012 response.py:916(read)
      391    0.002    0.000    3.776    0.010 response.py:864(_raw_read)
      391    0.000    0.000    3.768    0.010 response.py:807(_fp_read)
      391    0.001    0.000    3.768    0.010 client.py:450(read)
19600/18964    0.016    0.000    3.677    0.000 decorators.py:87(wrapper)
     9462    0.010    0.000    3.630    0.000 method.py:47(_apply_request_formatters)
  1546260    1.733    0.000    3.622    0.000 keccak.py:105(digest)
      384    0.046    0.000    3.557    0.009 update_destination_token_values_tables.py:289(<listcomp>)
  3846650    2.828    0.000    3.552    0.000 decorators.py:25(_has_one_val)
    37864    0.015    0.000    3.535    0.000 applicators.py:11(apply_formatter_at_index)
    10094    0.105    0.000    3.532    0.000 abi.py:777(map_abi_data)
     9458    0.034    0.000    3.519    0.000 rpc_abi.py:216(apply_abi_formatters_to_dict)
   197216    0.186    0.000    3.511    0.000 full.py:39(from_record)
       13    0.000    0.000    3.270    0.252 get_state_by_block.py:31(get_state_by_one_block)
60067086/59568093    2.507    0.000    3.117    0.000 {built-in method builtins.isinstance}
    51179    0.049    0.000    3.072    0.000 client.py:1424(__aenter__)
    51179    0.175    0.000    3.020    0.000 client.py:470(_request)
       10    0.000    0.000    2.881    0.288 postgres_operations.py:257(get_full_table_as_orm)
492837/58294    0.328    0.000    2.832    0.000 decorators.py:21(wrapped)
       16    0.000    0.000    2.814    0.176 filters.py:163(get_all_entries)
492837/58294    0.177    0.000    2.773    0.000 formatters.py:81(recursive_map)
  2271686    0.879    0.000    2.773    0.000 conversions.py:19(to_hex)
492837/58294    0.191    0.000    2.720    0.000 formatters.py:65(map_collection)
 24649462    2.025    0.000    2.691    0.000 types.py:19(is_text)
        9    0.000    0.000    2.625    0.292 update_destination_token_values_tables.py:200(_fetch_destination_token_addresses_df)
434543/145314    0.084    0.000    2.575    0.000 formatters.py:87(recurse)
    38420    0.013    0.000    2.494    0.000 abi.py:832(data_tree_map)
      484    0.001    0.000    2.392    0.005 response.py:1173(read_chunked)
       39    0.000    0.000    2.386    0.061 awsrequest.py:563(content)
      440    0.001    0.000    2.367    0.005 response.py:1151(_handle_chunk)
      880    0.001    0.000    2.366    0.003 client.py:624(_safe_read)
        2    0.000    0.000    2.270    1.135 update_rebalance_events.py:172(add_lp_token_safe_and_spot_prices)
    18846    0.020    0.000    2.235    0.000 utils.py:90(gather)
     9471    0.124    0.000    2.217    0.000 tasks.py:684(gather)
   203787    0.139    0.000    2.146    0.000 state.py:562(_initialize_instance)
       16    0.000    0.000    2.093    0.131 decorators.py:15(_wrapper)
       16    0.000    0.000    2.092    0.131 contract.py:1178(createFilter)
       16    0.000    0.000    2.085    0.130 events.py:401(deploy)
        1    0.000    0.000    2.070    2.070 update_chainlink_keeper_gas_costs_table.py:22(_fetch_topic_id_to_highest_already_fetched_block)
   277922    0.141    0.000    2.003    0.000 base_events.py:431(create_task)
   257640    0.118    0.000    1.971    0.000 tasks.py:618(_ensure_future)
  3092520    1.040    0.000    1.955    0.000 api.py:242(new)
  1546260    1.030    0.000    1.949    0.000 keccak.py:88(update)
        2    0.000    0.000    1.911    0.956 update_token_values_table.py:77(_fetch_new_token_values_rows)
        2    0.000    0.000    1.903    0.951 update_token_values_table.py:217(_fetch_safe_and_backing_values)
   277922    0.994    0.000    1.843    0.000 tasks.py:93(__init__)
  1546260    0.347    0.000    1.827    0.000 _raw_api.py:163(VoidPointer)
     2692    1.792    0.001    1.792    0.001 {method 'acquire' of '_thread.lock' objects}
      133    0.000    0.000    1.792    0.013 threading.py:288(wait)
  2055758    0.508    0.000    1.765    0.000 hexadecimal.py:55(is_hexstr)
  1426193    0.295    0.000    1.753    0.000 attributes.py:536(__set__)
        2    0.000    0.000    1.733    0.867 update_destinations_states_table.py:213(_fetch_destination_summary_stats_df)
       26    0.000    0.000    1.693    0.065 threading.py:589(wait)
        7    0.000    0.000    1.690    0.241 _base.py:201(as_completed)
        3    0.001    0.000    1.690    0.563 update_destinations_tokens_and_autopoolDestinations_table.py:62(_make_destination_vault_dicts)
  1565502    0.860    0.000    1.619    0.000 conversions.py:86(to_bytes)
        2    0.000    0.000    1.584    0.792 update_destinations_states_table.py:68(_fetch_lp_token_spot_prices)
      193    0.001    0.000    1.483    0.008 base.py:708(checkout)
      193    0.000    0.000    1.481    0.008 impl.py:153(_do_get)
    41769    0.054    0.000    1.480    0.000 connector.py:520(connect)
  1546260    0.389    0.000    1.480    0.000 _raw_api.py:154(__init__)
        1    0.000    0.000    1.479    1.479 base.py:387(_create_connection)
        1    0.000    0.000    1.479    1.479 base.py:667(__init__)
        1    0.000    0.000    1.479    1.479 base.py:889(__connect)
  1426193    0.584    0.000    1.458    0.000 attributes.py:1261(set)
       20    0.000    0.000    1.406    0.070 eth.py:595(block_number)
       20    0.000    0.000    1.406    0.070 constants.py:51(get_block_number_with_retry)
 16547155    1.387    0.000    1.387    0.000 {method 'startswith' of 'str' objects}
    41769    0.022    0.000    1.359    0.000 connector.py:1046(_create_connection)
        3    0.000    0.000    1.344    0.448 update_destinations_tokens_and_autopoolDestinations_table.py:18(_fetch_token_rows)
    41777    0.063    0.000    1.339    0.000 connector.py:1327(_create_direct_connection)
  1546260    0.393    0.000    1.336    0.000 _raw_api.py:121(create_string_buffer)
    47058    0.088    0.000    1.322    0.000 sslproto.py:671(_process_write_backlog)
   379709    0.090    0.000    1.320    0.000 abi.py:840(map_to_typed_data)
   737240    0.358    0.000    1.293    0.000 series.py:1095(__getitem__)
   745790    0.265    0.000    1.193    0.000 base_events.py:743(call_soon)
   113731    0.025    0.000    1.155    0.000 normalizers.py:76(wrapper)
 28742223    1.146    0.000    1.146    0.000 typing.py:2483(__call__)
        2    0.000    0.000    1.133    0.567 block_timestamp.py:19(add_blocks_from_dataframe_to_database)
      433    0.001    0.000    1.112    0.003 series.py:4789(apply)
      433    0.001    0.000    1.110    0.003 apply.py:1409(apply)
      433    0.002    0.000    1.109    0.003 apply.py:1482(apply_standard)
      459    0.001    0.000    1.099    0.002 base.py:891(_map_values)
      459    0.024    0.000    1.098    0.002 algorithms.py:1667(map_array)
   239048    0.302    0.000    1.088    0.000 decoding.py:154(__init__)
  2065272    0.464    0.000    1.081    0.000 decorators.py:44(_assert_hexstr_or_text_kwarg_is_text_type)
        2    0.000    0.000    1.062    0.531 update_token_values_table.py:164(_build_backing_calls)
    21886    0.037    0.000    1.061    0.000 impl.py:139(_connect_sock)
    21870    0.016    0.000    1.051    0.000 _staggered.py:110(run_one_coro)
   238696    0.221    0.000    0.998    0.000 encoding.py:530(encode)
    32375    0.053    0.000    0.972    0.000 connector.py:1102(_wrap_create_connection)
 31533245    0.968    0.000    0.968    0.000 {method 'upper' of 'str' objects}
   351962    0.140    0.000    0.963    0.000 futures.py:251(set_result)
      150    0.001    0.000    0.961    0.006 result.py:543(_allrows)
    28294    0.008    0.000    0.880    0.000 normalizers.py:193(abi_address_to_hex)
    21886    0.042    0.000    0.878    0.000 selector_events.py:481(sock_connect)
     9494    0.011    0.000    0.874    0.000 validation.py:163(validate_address)
   745790    0.501    0.000    0.869    0.000 base_events.py:772(_call_soon)
285288/284952    0.114    0.000    0.859    0.000 abi.py:866(__new__)
        1    0.000    0.000    0.853    0.853 update_autopools_table.py:30(ensure_autopools_are_current)
        1    0.000    0.000    0.844    0.844 create.py:634(connect)
        1    0.000    0.000    0.844    0.844 default.py:623(connect)
        1    0.000    0.000    0.844    0.844 __init__.py:80(connect)
        1    0.843    0.843    0.843    0.843 {built-in method psycopg2._psycopg._connect}
   353491    0.236    0.000    0.831    0.000 futures.py:159(__schedule_callbacks)
   511366    0.304    0.000    0.807    0.000 hexadecimal.py:14(decode_hex)
       13    0.000    0.000    0.802    0.062 parsers.py:224(parse)
       13    0.000    0.000    0.802    0.062 parsers.py:889(_do_parse)
       13    0.001    0.000    0.802    0.062 parsers.py:897(_add_modeled_parse)
       13    0.000    0.000    0.800    0.062 parsers.py:924(_parse_payload)
     9418    0.012    0.000    0.771    0.000 sslproto.py:477(connection_made)
   847197    0.257    0.000    0.769    0.000 types.py:35(is_list_like)
 76419/13    0.024    0.000    0.767    0.059 parsers.py:329(_parse_shape)
  9199/13    0.049    0.000    0.767    0.059 parsers.py:419(_handle_structure)
   203788    0.059    0.000    0.763    0.000 attr.py:491(__call__)
  7078/13    0.003    0.000    0.760    0.058 parsers.py:1000(_handle_list)
  7078/13    0.004    0.000    0.760    0.058 parsers.py:409(_handle_list)
  7078/13    0.005    0.000    0.760    0.058 parsers.py:335(_handle_list)
   735927    0.311    0.000    0.739    0.000 encoding.py:264(validate_value)
  1920085    0.560    0.000    0.737    0.000 decoding.py:301(read_data_from_stream)
     9418    0.017    0.000    0.737    0.000 sslproto.py:606(_start_handshake)
       42    0.027    0.001    0.735    0.017 postgres_operations.py:111(<listcomp>)
    15164    0.017    0.000    0.728    0.000 call.py:22(__init__)
   887346    0.389    0.000    0.713    0.000 decoding.py:86(push_frame)
    10943    0.032    0.000    0.710    0.000 selector_events.py:506(_sock_connect)
   203258    0.128    0.000    0.708    0.000 full.py:45(to_tuple)
15277122/15222487    0.673    0.000    0.706    0.000 {built-in method builtins.len}
    23332    0.162    0.000    0.698    0.000 client_proto.py:239(data_received)
  1119824    0.138    0.000    0.696    0.000 encoding.py:156(<genexpr>)
   580921    0.350    0.000    0.677    0.000 base.py:119(__init__)
  1546260    0.360    0.000    0.676    0.000 _raw_api.py:142(c_uint8_ptr)
    28230    0.026    0.000    0.674    0.000 sslproto.py:601(_write_appdata)
  2084410    0.464    0.000    0.669    0.000 decorators.py:52(_validate_supported_kwarg)
       84    0.002    0.000    0.645    0.008 result.py:1312(fetchall)
  1908118    0.499    0.000    0.639    0.000 decoding.py:314(split_data_and_padding)
