         572799615 function calls (561347351 primitive calls) in 468.619 seconds

   Ordered by: cumulative time
   List reduced from 4971 to 500 due to restriction <500>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    48316    0.066    0.000    0.722    0.000 selector_events.py:904(write)
  1936004    0.564    0.000    0.717    0.000 decoding.py:314(split_data_and_padding)
     9664    0.016    0.000    0.701    0.000 sslproto.py:105(do_handshake)
  2111479    0.421    0.000    0.680    0.000 decorators.py:39(_hexstr_or_text_kwarg_is_text_type)
        1    0.000    0.000    0.672    0.672 attr.py:468(_exec_w_sync_on_first_run)
    61185    0.016    0.000    0.671    0.000 parsers.py:169(_get_text_content)
       87    0.002    0.000    0.665    0.008 result.py:1312(fetchall)
     9663    0.016    0.000    0.657    0.000 multicall.py:111(aggregate)
      410    0.000    0.000    0.657    0.002 _decorators.py:325(wrapper)
      391    0.001    0.000    0.654    0.002 frame.py:2063(to_dict)
    48345    0.654    0.000    0.654    0.000 {method 'send' of '_socket.socket' objects}
      391    0.093    0.000    0.652    0.002 to_dict.py:78(to_dict)
   244682    0.152    0.000    0.642    0.000 decoding.py:511(read_data_from_stream)
    14812    0.004    0.000    0.627    0.000 main.py:223(toChecksumAddress)
    23953    0.044    0.000    0.619    0.000 impl.py:25(start_connection)
     9335    0.003    0.000    0.616    0.000 parsers.py:535(_handle_timestamp)
    19326    0.029    0.000    0.616    0.000 http_writer.py:75(_write)
    60052    0.045    0.000    0.614    0.000 functoolz.py:905(is_partial_args)
     9335    0.004    0.000    0.614    0.000 utils.py:951(parse_timestamp)
  1581599    0.614    0.000    0.614    0.000 _raw_api.py:284(__del__)
     9335    0.013    0.000    0.608    0.000 utils.py:932(_parse_timestamp_with_tzinfo)
        5    0.000    0.000    0.598    0.120 update_autopool_states.py:38(_fetch_new_autopool_state_rows)
     9657    0.009    0.000    0.596    0.000 selector_events.py:983(_call_connection_lost)
     9335    0.005    0.000    0.593    0.000 _parser.py:1270(parse)
     9335    0.014    0.000    0.588    0.000 _parser.py:572(parse)
     9657    0.391    0.000    0.587    0.000 selector_events.py:739(_call_connection_lost)
    19326    0.014    0.000    0.583    0.000 sslproto.py:381(write)
     9778    0.008    0.000    0.573    0.000 validation.py:158(is_not_address_string)
  1935452    0.428    0.000    0.572    0.000 decoding.py:327(validate_padding_bytes)
   406423    0.457    0.000    0.558    0.000 base.py:1576(__iter__)
    19326    0.063    0.000    0.549    0.000 client_reqrep.py:1048(start)
        2    0.000    0.000    0.549    0.274 update_transactions_table_for_gas_costs.py:58(fetch_tokemak_address_constants_dfs)
  3188290    0.354    0.000    0.546    0.000 types.py:23(is_string)
3852186/3851395    0.306    0.000    0.541    0.000 {built-in method builtins.getattr}
    60052    0.021    0.000    0.539    0.000 inspect.py:3188(bind_partial)
        5    0.000    0.000    0.536    0.107 update_transactions.py:45(fetch_transaction_rows_bulk_from_alchemy)
        1    0.000    0.000    0.534    0.534 create.py:634(connect)
        1    0.000    0.000    0.534    0.534 default.py:623(connect)
        1    0.000    0.000    0.534    0.534 __init__.py:80(connect)
        1    0.534    0.534    0.534    0.534 {built-in method psycopg2._psycopg._connect}
    19388    0.008    0.000    0.528    0.000 client.py:1392(__aexit__)
   254888    0.043    0.000    0.522    0.000 encoding.py:627(<genexpr>)
    23982    0.094    0.000    0.519    0.000 _staggered.py:47(staggered_race)
    19388    0.056    0.000    0.519    0.000 client.py:1257(close)
     9341    0.051    0.000    0.503    0.000 _parser.py:666(_parse)
  3163198    0.497    0.000    0.497    0.000 api.py:180(_typeof)
     9665    0.029    0.000    0.494    0.000 client_reqrep.py:645(write_bytes)
  1645475    0.138    0.000    0.494    0.000 full.py:49(<genexpr>)
  3163198    0.484    0.000    0.484    0.000 {built-in method _cffi_backend.newp}
       54    0.484    0.009    0.484    0.009 {method 'writerows' of '_csv.writer' objects}
     9663    0.080    0.000    0.478    0.000 client_reqrep.py:694(send)
  2367168    0.318    0.000    0.475    0.000 types.py:11(is_integer)
  3835072    0.472    0.000    0.472    0.000 {method 'islower' of 'str' objects}
   206643    0.109    0.000    0.468    0.000 instrumentation.py:528(_new_state_if_none)
  7261825    0.457    0.000    0.457    0.000 {method 'pop' of 'dict' objects}
     9694    0.013    0.000    0.452    0.000 async_base.py:88(encode_rpc_request)
        1    0.000    0.000    0.447    0.447 langhelpers.py:1909(go)
        1    0.000    0.000    0.447    0.447 create.py:732(first_connect)
     9694    0.018    0.000    0.447    0.000 connector.py:883(close)
    19328    0.024    0.000    0.446    0.000 base_events.py:983(create_connection)
        4    0.000    0.000    0.445    0.111 base.py:1711(exec_driver_sql)
   822900    0.374    0.000    0.445    0.000 events.py:31(__init__)
    19388    0.028    0.000    0.443    0.000 connector.py:1005(_resolve_host_with_throttle)
  1025877    0.308    0.000    0.435    0.000 attributes.py:1063(get)
   113895    0.119    0.000    0.431    0.000 encoding.py:104(__init__)
     9665    0.010    0.000    0.429    0.000 payload.py:278(write)
     9694    0.012    0.000    0.426    0.000 connector.py:442(close)
       59    0.012    0.000    0.425    0.007 result.py:1759(all)
     9665    0.014    0.000    0.419    0.000 http_writer.py:95(write)
   900080    0.317    0.000    0.419    0.000 decoding.py:97(pop_frame)
   615484    0.141    0.000    0.419    0.000 decoding.py:157(<genexpr>)
     9663    0.045    0.000    0.412    0.000 sslproto.py:630(_on_handshake_complete)
  7114880    0.412    0.000    0.412    0.000 decorators.py:27(<lambda>)
     9694    0.040    0.000    0.411    0.000 connector.py:447(_close)
  1419958    0.185    0.000    0.408    0.000 abc.py:117(__instancecheck__)
  1446436    0.394    0.000    0.404    0.000 state.py:865(_modified_event)
    19328    0.032    0.000    0.395    0.000 base_events.py:1114(_create_connection_transport)
    19388    0.037    0.000    0.393    0.000 resolver.py:33(resolve)
  1581599    0.392    0.000    0.392    0.000 _raw_api.py:138(get_raw_buffer)
    48470    0.020    0.000    0.389    0.000 ssl.py:908(read)
   251819    0.185    0.000    0.380    0.000 tasks.py:720(_done_callback)
   752521    0.340    0.000    0.380    0.000 base.py:3777(get_loc)
     9746    0.005    0.000    0.379    0.000 encoding.py:228(json_encode)
  5479897    0.377    0.000    0.377    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.375    0.375 psycopg2.py:682(initialize)
        1    0.000    0.000    0.375    0.375 base.py:3181(initialize)
     9746    0.013    0.000    0.374    0.000 encoding.py:203(_friendly_json_encode)
       91    0.001    0.000    0.365    0.004 socket.py:938(getaddrinfo)
       91    0.362    0.004    0.363    0.004 {built-in method _socket.getaddrinfo}
     9801    0.008    0.000    0.362    0.000 __init__.py:183(dumps)
  1493908    0.240    0.000    0.357    0.000 encoding.py:5(big_endian_to_int)
       87    0.004    0.000    0.355    0.004 sql.py:194(_wrap_result)
     9801    0.014    0.000    0.354    0.000 encoder.py:182(encode)
    19388    0.012    0.000    0.354    0.000 base_events.py:856(getaddrinfo)
     9663    0.015    0.000    0.347    0.000 client_proto.py:66(close)
     9801    0.338    0.000    0.338    0.000 encoder.py:204(iterencode)
   370896    0.142    0.000    0.337    0.000 {built-in method builtins.sum}
     9704    0.007    0.000    0.333    0.000 _base.py:430(result)
     9694    0.016    0.000    0.331    0.000 base_events.py:807(run_in_executor)
     9664    0.006    0.000    0.330    0.000 sslproto.py:307(close)
   206643    0.329    0.000    0.329    0.000 state.py:201(__init__)
  1839958    0.199    0.000    0.327    0.000 types.py:27(is_boolean)
     9663    0.325    0.000    0.325    0.000 multicall.py:92(<listcomp>)
  508/496    0.001    0.000    0.324    0.001 common.py:62(new_method)
     9664    0.005    0.000    0.324    0.000 sslproto.py:592(_start_shutdown)
      472    0.002    0.000    0.320    0.001 series.py:6110(_cmp_method)
        6    0.000    0.000    0.320    0.053 _base.py:614(result_iterator)
        3    0.000    0.000    0.320    0.107 _base.py:316(_result_or_cancel)
       59    0.320    0.005    0.320    0.005 postgres_operations.py:213(<listcomp>)
   980776    0.180    0.000    0.318    0.000 encoding.py:525(validate_value)
      451    0.000    0.000    0.318    0.001 arraylike.py:38(__eq__)
        2    0.000    0.000    0.317    0.159 update_destinations_states_table.py:142(_fetch_autopool_points_apr)
    60052    0.045    0.000    0.315    0.000 functoolz.py:893(is_valid_args)
     2547    0.007    0.000    0.314    0.000 frame.py:4271(__setitem__)
   755488    0.216    0.000    0.314    0.000 encoding.py:1(int_to_big_endian)
   256455    0.079    0.000    0.312    0.000 typing.py:993(__instancecheck__)
     9663    0.009    0.000    0.309    0.000 cookies.py:525(load)
        1    0.000    0.000    0.303    0.303 update_transactions_table_for_gas_costs.py:85(_from_address_to_highest_block_already_stored_in_db)
   553626    0.303    0.000    0.303    0.000 result.py:485(make_row)
        1    0.000    0.000    0.302    0.302 postgres_operations.py:428(simple_agg_by_one_table)
      104    0.003    0.000    0.302    0.003 get_state_by_block.py:91(async_safe_get_raw_state_by_block)
  1286823    0.207    0.000    0.302    0.000 padding.py:6(zpad)
     2547    0.004    0.000    0.301    0.000 frame.py:4514(_set_item)
     9746    0.077    0.000    0.301    0.000 method_formatters.py:726(get_result_formatters)
        1    0.000    0.000    0.300    0.300 default.py:521(initialize)
     9663    0.112    0.000    0.300    0.000 cookies.py:539(__parse_string)
    19388    0.055    0.000    0.297    0.000 connector.py:914(_resolve_host)
  3872008    0.296    0.000    0.296    0.000 decoding.py:336(_get_value_byte_size)
   755991    0.295    0.000    0.295    0.000 numeric.py:19(compute_unsigned_integer_bounds)
        1    0.000    0.000    0.294    0.294 update_destinations_states_table.py:421(_overwrite_bad_summary_states_rows)
        1    0.000    0.000    0.293    0.293 postgres_operations.py:393(set_some_cells_to_null)
   754240    0.179    0.000    0.289    0.000 indexing.py:2765(check_dict_or_set_indexers)


