Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2024-10-28,0.0,87.01879119873047,0.0,87.02827756171881,87.01879119873047,87.02827756171881,0.0,5718600
2024-10-29,0.0,87.03775787353516,0.0,87.04724423665263,87.0282787463926,87.03775787353516,0.0,4704800
2024-10-30,0.0,87.04725646972656,0.0,87.05674283417719,87.04725646972656,87.04725646972656,0.0,4965800
2024-10-31,0.0,87.06621551513672,0.0,87.06621551513672,87.05672915217698,87.05672915217698,0.0,12141700
2024-11-01,0.0,87.10334014892578,0.359,87.10334014892578,87.09381654330348,87.10334014892578,0.0,15201500
2024-11-04,0.0,87.12239074707031,0.0,87.12239074707031,87.11286714028368,87.12239074707031,0.0,9477100
2024-11-05,0.0,87.12239074707031,0.0,87.13191435385694,87.12239074707031,87.12239074707031,0.0,4689500
2024-11-06,0.0,87.14143371582031,0.0,87.14143371582031,87.13191737308745,87.13191737308745,0.0,9978200
2024-11-07,0.0,87.15094757080078,0.0,87.15094757080078,87.14142396474983,87.14142396474983,0.0,7827900
2024-11-08,0.0,87.19854736328125,0.0,87.19854736328125,87.17950015357633,87.18902375842879,0.0,8280900
2024-11-11,0.0,87.18904876708984,0.0,87.19857237467399,87.18904876708984,87.18904876708984,0.0,8165700
2024-11-12,0.0,87.19854736328125,0.0,87.20806370375168,87.19854736328125,87.19854736328125,0.0,5526300
2024-11-13,0.0,87.21759796142578,0.0,87.21759796142578,87.2080743554101,87.2080743554101,0.0,4860500
2024-11-14,0.0,87.21759796142578,0.0,87.22712156744146,87.21759796142578,87.22712156744146,0.0,6138400
2024-11-15,0.0,87.24617004394531,0.0,87.25569365089198,87.24617004394531,87.25569365089198,0.0,9715700
2024-11-18,0.0,87.25568389892578,0.0,87.27473111069035,87.25568389892578,87.26520750480806,0.0,7387900
2024-11-19,0.0,87.28424835205078,0.0,87.28424835205078,87.26520840447274,87.2747320104532,0.0,7470700
2024-11-20,0.0,87.29378509521484,0.0,87.29378509521484,87.28426148780113,87.28426148780113,0.0,5538200
2024-11-21,0.0,87.30328369140625,0.0,87.30328369140625,87.29376008672092,87.30328369140625,0.0,5889700
